total_time,run_id,max_iter,optimization_config,xtol,git_hash,model_init,ftol,latent_noise:,sparsity_factor,ll,total_evals,sample_num,experiment,git_branch,random_Z,method
20943.20860505104,0,200,"{'hyp': 10, 'll': 10, 'mog': 50}",0.001,5edc0d6857cfb1d942b413dea0f2e297c22c9e92,,10,0.001,0.02,CogLL,360,100,sarcos_all_joints,master,True,full
