objective
8.059784162811720307e+03
7.984232283827725951e+03
7.727132711401067354e+03
7.592444656269790357e+03
7.183509032045063577e+03
7.163076209321864553e+03
7.156740958196655811e+03
7.155348051553203732e+03
7.154229716814870699e+03
7.154008087520478512e+03
7.153392334118407234e+03
7.153549088016464339e+03
7.153268393921145616e+03
7.153153990213952966e+03
7.153116216909223112e+03
7.153103120663002301e+03
7.153096170098629955e+03
7.153089604350618174e+03
7.153096893702297166e+03
7.153089921397460785e+03
7.153089635963757246e+03
7.153089609484325592e+03
7.153089605328882499e+03
7.153089604543988571e+03
7.153089604389127089e+03
7.153089604358297947e+03
7.153089604350618174e+03
3.891832515816593514e+03
3.146485687749128374e+03
2.686619179526127482e+03
2.518857857442701061e+03
2.459340081784841004e+03
2.445689426580614963e+03
2.444051556455687205e+03
2.443992050507155454e+03
2.443991749400530352e+03
2.443991749341686045e+03
2.443991749341686045e+03
1.875704171424551078e+03
1.461749950129770241e+03
1.093479257722776765e+03
1.057991760855523808e+03
9.981977799128885636e+02
9.792808502147734089e+02
9.706436175496230589e+02
9.685255178578713640e+02
9.673813400929279851e+02
9.669345125542934056e+02
9.666064266223692130e+02
9.668630678944324472e+02
9.661102967331750051e+02
9.655931822135959237e+02
9.651161426352870194e+02
9.649568897127643368e+02
9.644869989018471870e+02
9.738731418592128648e+02
9.629000966810543787e+02
9.626501066384219030e+02
9.608260425338239656e+02
9.564228426347289087e+02
9.715150144624509494e+02
9.553650169998938964e+02
9.529297637775766816e+02
9.529297637775766816e+02
9.440511979933337443e+02
9.289688769781819246e+02
9.238120519389060519e+02
9.171836817625739968e+02
9.021672332836391206e+02
8.975194198069975755e+02
8.934209392661352922e+02
8.926742343041881895e+02
8.915347705856048606e+02
8.911987874741460018e+02
8.908016683325575968e+02
8.904850536980185325e+02
8.902817048780360665e+02
8.900699067272419143e+02
8.899779580281178823e+02
8.899177373197742327e+02
8.898714588948114397e+02
8.898469679056100858e+02
8.898226491659464727e+02
8.897977157075965806e+02
8.897954708168973639e+02
8.897791296408460084e+02
8.897744799573295040e+02
8.897672611349182716e+02
