total_time,run_id,max_iter,optimization_config,xtol,git_hash,model_init,ftol,latent_noise:,sparsity_factor,ll,total_evals,sample_num,experiment,git_branch,random_Z,method
25290.24207496643,0,200,"{'hyp': 10, 'inducing': 6, 'll': 10, 'mog': 50}",0.001,4b26b77d1846fbf68ea16b039e8c1b996d8751ad,,1e-05,0.001,0.001,CogLL,1474,2000,sarcos,master,True,full
