total_time,run_id,max_iter,optimization_config,xtol,git_hash,model_init,ftol,latent_noise:,sparsity_factor,ll,total_evals,sample_num,experiment,git_branch,random_Z,method
2327.635622024536,2,200,"{'hyp': 25, 'll': 25, 'mog': 25}",0.001,a89f7e60526a847e4cefa30be774ad3ee7bf41f8,,1e-05,0.001,0.1,UnivariateGaussian,1512,2000,boston,master,True,full
