objective
2.305869293645252037e+04
2.103593516070394617e+04
1.465876437061693832e+04
7.054955242976870068e+03
5.070583136752312384e+03
2.106507632102161551e+03
1.292122273278220746e+03
7.322943264654522864e+02
5.995633771558987064e+02
3.724024528070420388e+02
3.297296768746830367e+02
2.993314740928236688e+02
3.603843667240240620e+02
2.953901695774984546e+02
2.834208800667656192e+02
2.785582142400240855e+02
2.765457830279859195e+02
2.714923963437195198e+02
2.653429198505835984e+02
2.523649480709223099e+02
2.340854975515568412e+02
2.059606397082911258e+02
4.793897031502871187e+02
1.943633021575549265e+02
1.586696275116843253e+02
1.348012553584857187e+02
1.348012553584857187e+02
1.978212826194861407e+02
1.209026763762412884e+02
1.193747331059720977e+02
1.180412781831701068e+02
1.168185324439616011e+02
1.142638813642998343e+02
1.138673106862716509e+02
1.138589789627176287e+02
1.138589283488513502e+02
1.138589282420583686e+02
1.138589282397423972e+02
1.138807191857631835e+02
3.049726356709962261e+02
1.119291946991438920e+02
1.107458112014412563e+02
1.058739935341926639e+02
9.916500459602383444e+01
9.334986696951105500e+01
8.829567042987574155e+01
8.715214280282185655e+01
8.596127576378287927e+01
8.423064216770487178e+01
8.175638468125322333e+01
8.327044611839858135e+01
8.001007349614948794e+01
7.719477275653173365e+01
7.434488023139931556e+01
7.091301688051959218e+01
6.813845436087606799e+01
6.352443784463099519e+01
6.035238419171295732e+01
5.713244049728498908e+01
5.401424000320298546e+01
4.959896886038580988e+01
4.464282931582607716e+01
4.154456267651295320e+01
3.445357391022275806e+01
3.445357391022275806e+01
1.414826014625931066e+03
3.755721166575750658e+01
3.431359938684840927e+01
3.431314708409502146e+01
3.431312098330204208e+01
3.431304388204478073e+01
3.431300355683424641e+01
3.431300355516418676e+01
3.431078290899634453e+01
2.524559924147358174e+02
3.212605188031304237e+01
3.112146284669364604e+01
2.727134146715746965e+01
2.611894101089819742e+01
2.448379463665227718e+01
2.276178399680071607e+01
2.152161987561464684e+01
1.930256154159454240e+01
1.990919297288209577e+01
1.827999872078456178e+01
1.739763482162695141e+01
1.689089528651317096e+01
1.607808870755138742e+01
1.503699827234899544e+01
1.387629441703131761e+01
1.257301293018386446e+01
1.159969556381341249e+01
1.050043218735007144e+01
9.392589903263740325e+00
7.894088901628606436e+00
7.952067747470181303e+00
6.978712926849112819e+00
5.820231594731524183e+00
4.591546807703963395e+00
4.591546807703963395e+00
1.176163322656927448e+03
7.972885864030814673e+00
4.110494618527383182e+00
4.104035829518380751e+00
4.090797761684910938e+00
4.081950961712635717e+00
4.080711658356250382e+00
4.080706369100397524e+00
4.080706324689089115e+00
4.080706324583076139e+00
4.077342905298309006e+00
1.762601781530974847e+02
3.651113452679339844e+00
3.244277468504293438e+00
2.013072667419322670e+00
1.575022317583403719e+00
1.028384179124913089e+00
2.705971844424084338e-01
-1.196485102490214558e-01
-1.014581138320494347e+00
8.992964963615577290e-01
-1.347573153292728421e+00
-1.881013279481663858e+00
-2.228852715392633854e+00
-2.735849180298600913e+00
-3.197343469887016454e+00
-3.727125177482122353e+00
-4.400047499820431085e+00
-5.149841652314222529e+00
-5.982687494678998519e+00
-6.788665686698976742e+00
-7.338367929670795320e+00
-7.736441312919083657e+00
-8.326076287093172823e+00
-9.105329934172118556e+00
-1.078268504474462475e+01
-1.078268504474462475e+01
1.191680951757755338e+03
-4.773258856395756311e+00
-1.087532161228782002e+01
-1.087712330749380385e+01
-1.088080715570910684e+01
-1.088330551183904049e+01
-1.088372345973229471e+01
-1.088372472140432023e+01
-1.088372473372990612e+01
-1.088372473376605853e+01
-1.088513229050798259e+01
2.825184414912899911e+02
-1.150293221484213291e+01
-1.182981320373617962e+01
-1.263285347582073825e+01
-1.283732947207923303e+01
-1.311038037639156073e+01
-1.340380005800442120e+01
-1.378625812802305006e+01
-1.424072434815369093e+01
-1.392154204098031300e+01
-1.455912804150193551e+01
-1.515036169502242558e+01
-1.542395623693332141e+01
-1.569348875984898939e+01
-1.596288658941128347e+01
-1.632960837534274390e+01
-1.687528720622039202e+01
-1.722207810637232228e+01
-1.750517955573585027e+01
-1.795051135285650901e+01
-1.821045176282436273e+01
-1.850436387016178230e+01
-1.893395648594389513e+01
-1.936849474507587843e+01
-1.979594842052091508e+01
-1.979594842052091508e+01
1.288181997912345196e+03
-1.287324497200177120e+01
-1.984001440715712761e+01
-1.984034115797749109e+01
-1.984053371670427168e+01
-1.984094508698052550e+01
-1.984104531377045078e+01
-1.984104589675052921e+01
