fuli:0.001,fuli:0.004
2.74462395963,1.95891758158
1.8899540241,1.69790678575
1.92737668111,1.63197147204
1.86695721104,1.52782350137
2.01392858579,2.79806639357
2.48315968468,1.84757607534
2.43259059741,2.10558914497
2.10981460764,1.86635588958
2.0720130737,1.87586342647
2.17715438559,1.92741822555
3.08435893907,2.47806637837
2.6410679455,2.07912754371
2.34606091036,2.0105550523
2.07140963628,2.10058938815
2.30312761023,2.16044338896
3.28918883122,2.54203816607
2.17104094579,1.65558307721
2.36188612237,1.91188638761
2.59747264638,3.42348132386
2.86050142451,2.45166813685
2.97991676732,2.27440541341
1.88971199944,1.75000139429
2.26945006206,1.77424209668
2.15951334788,1.9632026787
2.58400309934,2.2357354994
2.49004433407,2.02958630874
1.96951978757,1.74146645619
2.39872851326,2.02003380015
2.32744007661,2.17155151918
3.27555500074,2.43391440167
2.49242631449,1.95895885779
2.11902576043,2.15951459958
2.40593998983,2.00197907641
1.8346762593,1.47691082313
2.26250734284,2.12923734738
2.24061619594,1.59632491424
1.89795150711,1.73348271205
2.13531851127,1.69585134937
2.73875928028,1.7963298495
2.31914008512,2.44773263588
1.86778884484,1.54449110581
2.18643280222,1.64131607964
1.97139724447,1.61917626216
3.02758454262,1.93047022178
2.40610785141,2.44872007622
2.07692330434,1.60510220482
1.87961640312,1.5814976032
1.92947664215,1.58813478901
2.66400557115,1.99669619753
2.17344146325,2.00809853627
2.29209018602,1.82993867352
2.06316857888,1.80479275539
1.97024082496,1.58046149566
2.27348599686,1.94706576421
2.53355174615,2.29317116096
2.18099763348,1.63503872706
1.92876716806,1.65845590188
1.93841972305,1.58355444028
3.26132921605,3.55317954822
3.3166406016,2.29428514196
2.44834385171,2.2140393789
2.25100853397,1.92775445535
1.97297638013,1.64989145948
2.48074327513,2.27079299941
2.59070641651,2.21622558786
2.01720758631,1.71721106126
1.95352646067,1.67959123208
2.2691888149,1.70521917297
2.9170277427,2.64196680962
2.66053658082,2.64041244342
1.8436322148,1.62784468486
1.96914144709,1.67512693359
2.14098026707,1.61784225061
1.89720334961,1.49153231933
2.40895369007,3.46913943543
3.24989678814,4.44518106534
2.03591074898,1.80396171763
1.94020848825,1.66639795258
1.98429735853,2.29312377526
3.16335789963,2.36859262838
2.04985439136,1.74819874122
2.18107458307,1.9072395499
2.09892784907,1.73420479252
2.24388533189,1.50881605699
2.6491390775,2.77961492642
1.891066664,1.76878222181
2.29640408709,1.80814858629
1.94669007613,1.69895481422
2.2959563668,1.69302665546
2.61600158467,2.50317984178
1.8253110583,1.46377097919
2.12591671302,1.71568410947
1.89462592556,1.61365663364
1.80967088892,1.52548288657
2.49096980049,2.62812580272
1.78632881596,1.5027040179
2.03902431681,1.96103667571
1.97162398054,1.59012170984
2.59656264736,1.99273189261
2.41372250869,2.04971312835
1.86014577105,1.89005410029
2.01853524997,1.71644782378
1.89451824977,1.5282024081
2.24757143213,1.83990641787
2.4107365246,2.24743994429
1.92095726087,1.76022892549
2.06907167389,1.7294731374
1.81973572924,1.50377249076
2.46110179379,2.02464776589
2.69127412989,2.9790034379
2.46372958376,2.10764735295
2.08913158729,1.99295171454
1.82897301867,1.54223507001
2.22345160796,2.93134415626
2.13530724599,2.11581280186
2.31596397712,1.75550019099
2.08346154644,1.85374229505
1.81693106248,1.51898890092
2.00916200234,1.78504853799
2.66879186696,2.0718012686
2.25995304539,1.85830264642
2.21093034103,1.95541008665
1.82309668614,1.48822992398
2.17303072764,1.75330668046
2.47362593665,2.0294370289
2.05217357828,1.63086592509
2.00163721397,1.67629470779
1.79248585655,1.49047004535
3.73844910516,1.82637416675
3.51625844194,2.1648673053
2.34022336557,1.77564450457
2.10151501848,1.79522990539
2.12353291466,1.70877086474
