full:0.001,full:0.004,full:0.02,full:0.04
0.00542300486688,0.00320580753222,0.0017271094257,0.00300098652951
0.0851842963611,0.0256013567968,0.0116411196068,0.0242990851402
0.0177992328544,0.0104792401425,0.0152441272512,0.0153475319967
0.000944844134849,0.000774196223501,0.0074373902753,0.0170270651579
0.158919829177,0.0282245933084,0.0227215215564,0.019850756973
0.010404810738,0.00473845034645,0.00625265249982,0.00584325985983
0.0469092131935,0.0517820038823,0.0367400459945,0.0567480102181
0.118175590212,0.041740428282,0.0490756593645,0.0705528855324
2.69238060193,2.24689379243,1.00593566895,0.815287828445
0.0861988781503,0.0532867759148,0.051704056561,0.0385948903859
0.0149141739702,0.000802647793138,0.00210353219882,0.0080367103219
0.191637297037,0.107050139534,0.0408843904734,0.0483520366251
0.0748096165423,0.0126350740864,0.00820992514491,0.00746658677235
0.00320636169427,0.000900692682127,0.00159187125973,0.00366782257333
0.00126027567908,0.0011191484064,0.00110673252493,0.0014903760748
0.147406059741,0.0570773873861,0.0587620176375,0.0595161132514
0.101582139169,0.010243088776,0.00983632262796,0.0123944589868
0.00283928160156,0.00561056990539,0.00183386926074,0.00411255983636
0.324271602931,0.157395687195,0.118487089872,0.206007644534
0.0285557597084,0.0037221881616,0.00423965463415,0.00504810363054
0.165213011736,0.0287470848639,0.0300516430289,0.029760254547
0.0129056789539,0.0110740610167,0.0260087624192,0.0549840331078
0.120306648746,0.0625192070994,0.0217609461397,0.0252918172628
0.0140837204247,0.00625453328803,0.00317717483267,0.00614148098975
0.188533112379,0.0522331997448,0.0709160119295,0.0665270090103
0.000114368255297,0.000340715479756,0.00516077736393,0.0176118854433
0.0247770993844,0.0183316825099,0.0100906379521,0.0191606618464
0.0167137733726,0.0097801887497,0.00343014393002,0.00466275354847
0.000340843322725,0.000588555567333,0.00121480447706,0.00261396798305
0.0266333400766,0.0129978542779,0.0192283634096,0.0177373252809
0.0301848900003,0.00534388069919,0.000862758839503,0.00183044059668
0.0527245415301,0.0426522179387,0.0382403321564,0.0399312749505
0.025505001561,0.00245009951144,0.000997307477519,0.00179842149373
3.4235447158,1.9825528743,0.541460812092,0.467135369778
0.0203053326496,0.00407937272774,0.0013785084011,0.00271358224563
0.00921565776299,0.0122639368978,0.0113099524751,0.0108585553244
0.0524843824112,0.0196105841001,0.0281901750714,0.0426493138075
0.00398393683466,0.00310498277502,0.00445452285931,0.00497822044417
0.332748753664,0.486047113952,0.337522268295,0.342757254839
0.00664282429288,0.00592294417383,0.00370393809862,0.00483007403091
0.044717562552,0.0297081892725,0.0267182458192,0.0276097860187
0.0888520782417,0.0633691960476,0.0188328605145,0.0258249882609
0.077824669268,0.0117925302313,0.015811888501,0.0171201508492
0.135265049149,0.0270747522092,0.0289372447878,0.0432338863611
0.119228524873,0.149892125644,0.104740530252,0.116680882871
0.0822795421988,0.044654896697,0.0385341085494,0.0414759591222
0.477158944382,0.0849878319039,0.052908513695,0.0573104843497
0.0493263377074,0.111595140726,0.0454623736441,0.0544574260712
0.00991650772096,0.0319830530745,0.0200894158334,0.0243389997631
0.0218030329619,0.00281060089511,0.00777628039941,0.0102156624198
0.00361648339312,0.00276906148502,0.00422668503597,0.0062120007351
0.0464110249228,0.00404228686732,0.00520691461861,0.00965162273496
0.0537525390932,0.0124112288964,0.0343745946884,0.0503151006997
0.125972195504,0.0525493387765,0.0611039176583,0.0438673645258
0.311618094689,0.0186247364879,0.0123651726171,0.0139260757715
0.0212924848065,0.0127131775035,0.019333915785,0.0284853223711
0.00189061863449,0.000170721431627,0.00044541497482,0.0009734389605
0.0349404751834,0.0192164225087,0.0148114152253,0.0124528920278
0.0711842953211,0.0221179388825,0.0161038264632,0.0137368496507
0.233788321219,0.073822036864,0.107312761247,0.112302802503
0.00311403683957,0.00680936783272,0.00296838628128,0.00606338493526
0.21706767499,0.0637682243133,0.111837133765,0.163044661283
1.21656310637,0.43916894646,0.494714647532,0.503715991974
0.545713693487,0.626350234255,0.77027964592,0.762881815434
0.0459870910932,0.0877335331472,0.0652903616428,0.0769242718816
0.253243803581,0.176054786597,0.185873448849,0.198752045631
0.739217240216,0.747695080975,0.232616871595,0.15594406426
0.0103932240435,0.00471163583983,0.00788775272667,0.0104966107756
0.0232811733989,0.0030191025199,0.00142749107908,0.0040327757597
0.00792550869453,0.000919684987132,0.00284855882637,0.00758522888646
0.000633404879925,0.00453181764844,0.00186225224752,0.00729802297428
0.000400523929717,4.76287032341e-05,0.000226315969485,0.00139235297684
0.165967991694,0.0227607797895,0.0182701647282,0.0164797157049
0.399287912686,0.326577310991,0.259354829788,0.227620303631
0.00623455034623,0.00720686806534,0.00661369785666,0.00922985188663
0.00880690375281,0.00497622612612,0.0110298283398,0.0132450042292
0.0590238760511,0.015222207517,0.00921095721424,0.0104096811265
0.565635500024,0.308278514455,0.319484561682,0.272093206644
0.212159014462,0.0891977189819,0.104097850621,0.0887240320444
0.000480174305677,0.0076169055804,0.00675658509135,0.0195421185344
0.515781477329,0.236837400094,0.132224202156,0.160066649318
0.0281398206025,0.0120831615559,0.0385984368622,0.0330106839538
5.9545777728e-05,6.71777623881e-05,0.000692199391779,0.00202094181441
0.0371053632841,0.0165250988922,0.0105481985956,0.0111940894276
0.38205320076,0.107360221515,0.0667649805546,0.0843010768294
0.000673021526312,0.000255969528503,0.00166575831827,0.00443072104827
0.000765129391042,0.000461422005537,0.00101332121994,0.00138112041168
0.243098978652,0.143147712394,0.115990169346,0.136394694448
0.00185955907871,0.000639246333423,0.00111225096043,0.00252403924242
0.00669733672558,0.00239899430675,0.00824276078492,0.00941105000675
0.00904028245367,0.0064599930264,0.00240751937963,0.00650913128629
0.00157073554886,0.000252276535995,0.000489780039061,0.00102941051591
1.31743048765,0.846668383024,0.50587362051,0.538188457489
0.0081384565072,0.0201414792729,0.00515838293359,0.00935232825577
0.0111774134519,0.00965587643842,0.0266548749059,0.0171907916665
0.0156214000706,0.0236363710571,0.0846935138106,0.142131194472
0.315352160101,0.118189923816,0.164602473378,0.254781842232
0.324773875381,0.0577704455994,0.0183493476361,0.0218251999468
0.103237723986,0.0198205570421,0.0157831981778,0.0281255189329
0.0120911788888,0.000493816295699,0.000718815659638,0.000575915211812
0.0320836745066,0.0282391414857,0.0769732892513,0.0678084418178
0.00556439215478,0.00164934382895,0.0023858489003,0.00703601166606
0.00235277075624,0.000984113815684,0.00178114278242,0.00357074732892
0.00854972071861,0.000727331112259,0.000707046827301,0.00106358330231
0.399472816,0.108611815898,0.142022147775,0.120030134916
0.0470941678588,0.0136452945711,0.0238335095346,0.0194240026176
0.0116321842225,0.0175790029104,0.0133918058127,0.0152196660638
0.16686968712,0.101904263393,0.0766131803393,0.0830895528197
0.0526461781201,0.0134524301338,0.00138512195554,0.00156647409312
0.171235913234,0.0435392750125,0.0174117591232,0.0298004671931
0.21816289848,0.00843123943294,0.00460305809975,0.00483077391982
0.457462420598,0.0897266929443,0.117363035679,0.112058192492
0.101588166073,0.0323456479777,0.0110276164487,0.00991012062877
0.0243727119718,0.00413961927628,0.00419470528141,0.00320258364081
0.074910417696,0.0456773074439,0.0500821955502,0.0484165772796
0.205058588902,0.184605786038,0.355774700642,0.487480819225
0.132381177856,0.114982913346,0.0840501189232,0.0698788836598
0.00180363100949,0.000275313023873,0.00127973710187,0.00230865227059
0.221505775312,0.132936013364,0.0988957881927,0.106424175203
1.24343933468,0.6076697856,0.495459228754,0.458045125008
0.0753398500199,0.0314637575974,0.016975691542,0.0149773452431
0.361274449396,0.259254959182,0.201202243567,0.259395420551
0.027384825148,0.0144877842015,0.0255387816578,0.0247109103948
0.0291177812902,0.00460356031475,0.0147726619616,0.0167351923883
2.26273608589,0.926386562526,0.877203702927,0.847240269184
0.137643196605,0.0906446696071,0.196337208152,0.145291179419
0.613620889114,0.596485525736,0.439690053463,0.305614858866
0.00759621053702,0.000201158170934,0.000200173890335,0.000735367357265
0.0057604126418,0.00877301022732,0.00312729179859,0.00589784933254
0.0039875094866,0.000699879444732,0.00153033668175,0.00355490739457
