fuli:0.001,fuli:0.004
1.76721210077,2.01664056673
1.14527130357,1.13020263284
1.00752196505,0.912031181596
0.850395374439,0.883995704792
1.27355619378,0.9665044327
1.05786413743,0.92603329613
1.10357140794,1.0699738343
0.90712647929,0.886399828337
0.943612464212,0.940559260986
1.49581833973,1.18965118422
1.08004386022,0.992892422221
1.33854111328,1.0666104485
0.992101945422,1.04999696507
1.11417981281,0.971247308395
1.50398106917,1.18289271786
1.32073253437,1.1443343912
1.39626599147,1.16161254837
1.01622978642,1.20559602275
1.87640173777,1.79234457805
1.57921463295,1.1081509222
1.26234635755,1.13186603828
1.10150140568,1.21388646445
1.11822953864,0.912066989086
1.04105383947,1.07557190999
1.51957819655,1.12583263262
2.35147690817,1.8127754037
1.32555344,0.933077536963
1.5078986664,0.966324471376
0.928885929726,1.08611872836
2.16039050414,1.83924495473
1.76020107462,1.50125603538
1.41854090288,1.05866094723
2.55454292192,1.31470251872
1.47048998854,1.38608159914
1.16095124974,2.92592572465
1.18717534884,1.11397980943
0.942959286712,1.36348225965
2.88387154832,1.55015403076
1.54901848032,1.20560285214
1.03016879453,1.08101565435
1.64406164779,1.33876060738
1.00583424463,0.925122984193
1.12738045349,0.876543157242
1.17741283725,1.27703009898
2.01030080437,2.49425315156
2.93118473186,2.11350175037
0.919318147443,0.904438935659
0.86325290098,0.895849161289
1.3282904648,0.993462972782
1.15467697426,0.908404760502
2.15387854769,1.53688130385
0.921023019097,0.965701885961
0.871543638847,0.906679757379
1.20345007113,1.47440060272
1.98364000811,1.02221328809
1.46243194535,1.14108919396
0.863524519346,0.921779089115
0.896201990984,0.945077769898
1.45716213479,1.01591726436
1.64906034663,1.11854375943
0.931452699445,0.932420023225
0.869141065023,0.926363535665
0.860999428175,0.988357089899
1.96327489286,0.999944858692
1.64876591458,1.17851760748
1.07193444713,0.942458220265
1.01147682264,0.902271815084
0.837658010862,0.891045801781
3.52972584262,1.64250954284
1.56655810072,1.22995492115
1.554783829,0.889107905767
1.41316200092,1.13845820024
0.918084599517,0.931861751221
0.97230913534,1.33577690317
2.16726978912,1.2336270441
1.00241055383,0.977967746995
1.01640182032,0.908347152613
0.845413558624,0.879811369322
3.13560574546,1.42604810788
2.72289664342,1.31236379312
6.26520415439,1.15082269951
2.53834023371,1.29218785509
1.06398798569,0.907418318532
8.74695130482,1.68929142176
4.39634748592,3.11488100185
1.80921215608,0.953538619421
2.86572971239,2.21900480285
0.929963805221,0.954243816875
6.48829575672,1.70353068455
2.28193817332,2.38446692049
1.76625178053,1.14366302194
1.53088802888,1.43263296082
1.08695899739,0.960626565359
1.71698376394,2.06228945448
1.09808790728,1.34004126347
2.13780619993,1.26718971177
1.03165369525,0.975352116368
0.999615423821,0.879662894152
1.38209692433,1.27057456269
1.33802731938,1.46267991417
1.38587109043,0.949276857517
1.03342577114,0.900175206802
1.10509695902,1.14330641969
1.58076326593,1.06412097111
1.60158070221,1.2399765481
1.72960918441,1.21087363034
1.10831132575,1.00095414414
1.21301424175,1.46507054611
2.43982692852,0.968245156549
0.972173266552,0.993135340951
1.36496753103,1.20314095399
0.919200458072,0.883666955374
0.858854286812,0.903535061024
2.76102901294,2.38415156349
0.884825580261,0.860867493294
0.978287034176,0.960756279967
1.0045082648,0.894495048068
0.879951589249,0.878714554451
1.18486246045,0.929730065606
1.02305804237,0.941761680387
0.956932850621,0.897182845018
1.02648856535,0.974932529471
0.898809589885,0.908109315179
0.902465172551,1.19047402355
1.19017319798,1.09395898922
1.10178471401,0.881925248049
1.10661234751,0.987889640472
0.957689486883,0.968761481784
1.32785743519,1.03854873075
0.954857223175,1.21931488483
1.08673569977,1.1350073111
0.860297345064,0.873632453821
1.00848977312,1.29644990384
2.16194329455,1.44561003938
0.959148176454,1.68144540533
1.69302503809,0.942360677264
0.866253100775,0.870837830446
0.912977450035,0.977530844949
2.20015200271,1.98917550265
1.05701213374,0.90317326083
1.03761158182,1.03610991731
0.878978662632,0.854804121397
1.36710441901,1.0466903974
1.12104464366,1.21932337477
0.959383286975,0.887550764225
0.870321892641,0.983472936295
0.881943367861,0.871123873137
1.60558334037,1.16858714118
2.44184254154,1.18625041141
1.48294325962,1.29519101649
1.17833573788,1.00909451439
0.901327617906,0.857945643805
2.32034329369,1.77771382823
4.66393502846,3.8768056263
2.22477654412,1.21062921032
0.893230967663,0.860678755186
0.870417081259,0.967046849869
3.20266785517,1.33678807548
5.12350066795,2.32400520935
2.77571972503,1.35043483271
0.864704721115,0.907237463139
0.899544187329,1.04685566618
1.72732147618,1.00797341063
1.71067633524,0.922113411568
1.34495203986,0.997737087749
0.939928032897,0.965697430513
0.990635671161,1.19993446439
1.57007544532,0.882546477459
3.70497296049,2.19650066688
1.45012342974,1.29313204481
0.935957290671,0.902988620542
0.941051997684,0.961040653728
1.95133516236,0.91711089804
2.19017813399,0.957660504125
1.71999088719,1.02063440575
0.971796401284,0.877490066431
0.953153677724,0.87682160034
3.34549529894,1.72849018171
2.78508444919,1.75089027777
2.38692008748,1.16327188953
1.10212068304,0.904532246731
1.18964555903,1.19809369042
3.03081914826,1.63743936314
2.48082389726,1.18179658099
2.35317613973,1.084700637
1.1035798718,0.925658666037
1.16918924122,1.33370543315
1.23201435103,0.995001770995
1.18602015122,1.14282237037
1.55609212767,0.963983275436
0.877523325823,0.886278830908
0.832997076653,0.865704052589
0.993622653626,1.0906998594
0.97619935169,1.11713737293
0.927661188386,0.979203321479
0.998865180157,0.949420564316
0.952267714284,0.853958987139
1.20977997079,1.03101215555
1.2655250807,1.23033965702
1.62906431451,1.28181595399
1.01057662859,0.87433784499
0.893711679123,1.21295627996
1.03673169806,1.25025471344
0.915125869654,0.965406246923
1.32928685143,1.39284247949
1.88186194792,1.05011377528
0.93620712354,0.920013569735
0.851700805567,0.852826171063
1.1091185291,1.11666680916
1.13754391388,1.27878002121
1.67069675817,1.31789740964
0.977603413604,1.01124071374
0.845380597256,0.849679880283
1.004623719,1.00231052234
0.932506807588,0.962998114965
1.49692686691,1.30533968329
0.916639693521,0.950029500268
0.850365542315,0.865508072517
0.95166683986,0.971273057602
1.06932407661,1.02313425436
1.01538109078,0.906709574602
1.04299316599,0.986737333677
