full:0.1,full:0.2,full:0.5,full:1.0,mix1:0.1,mix1:0.2,mix1:0.5,mix1:1.0,mix2:0.1,mix2:0.2,mix2:0.5,mix2:1.0,EMTB:
0.00662537472641,0.000101385438071,0.00543857969998,0.0177169553936,0.00785489943153,0.0138708735415,0.48228422438,0.151647131338,0.00260510812708,0.0277996176896,0.0244784005757,0.864281198302,0.020606652625
0.00177182447682,0.0949060632857,0.00340638206263,0.381625592709,0.00327218333435,0.0153451365526,0.00585129721198,0.0382895278608,0.00206963363751,0.00371023433912,0.00965387272051,0.0787607566772,0.0778787548443
0.0701498395657,0.0267412381733,0.0327553804749,0.0787858366966,0.0406452219703,0.17250161261,0.000455213071878,0.0180416180188,0.000152653618258,0.000437441952445,0.288403429729,0.00834790536721,0.234094274385
0.00886735887217,0.00601098418949,0.0102592813981,0.0529773198068,0.00903771509036,0.0745637756021,0.103962795043,0.035904813302,0.204228924535,0.158605605626,0.0464923843534,0.091829596591,0.00394869511715
7.33149995857e-05,0.0577251482789,0.00850741754905,0.519484460354,0.0152833788102,0.00478404082795,0.0150787940286,0.051879819785,0.00833678364929,0.010957881896,0.0367657469385,0.0820401294873,0.248870345891
0.00707390601161,0.158249659441,0.00742506384364,0.0562736652792,0.0152692117524,0.000165648770095,0.00147357132922,0.329533078865,0.000247859479888,0.000802790768324,0.000303485609208,0.00706162360885,0.151475005898
0.0790593964275,0.016907423831,0.076345242691,0.147646427155,0.081086385621,0.00202070607049,0.000242178805165,0.251181209218,0.00014385833394,0.000229493560624,0.00295746927961,0.000364464571374,0.0184156848746
0.0163957170765,0.00333155867888,0.00839839121469,0.0525282993913,0.0214834152277,0.173857409915,0.0309492845857,0.0286153972084,2.02160529344e-06,0.0004787538507,0.188986605861,0.38660104739,0.0253790623762
4.82083016293e-05,0.035270783755,0.000859175980326,0.170344486833,0.00509593312352,0.0873776516284,0.00491582536031,0.0819784857075,0.000542152497893,0.00141789475051,0.0565843939269,0.0531621928833,0.0141421238922
0.00461241921992,0.083976206341,0.00338267469574,0.0119925392792,0.00614571205426,0.00226632459402,0.00449908617469,0.0319824496332,0.00656919591156,0.00680856283152,0.00114153294718,0.00653855903501,0.0437063062449
0.000647819595828,0.000241077333531,0.00152450408938,0.167503461242,0.00806654381826,0.000789973057306,0.00272298046655,0.00841600710177,0.00124929192779,0.0023722355469,0.00847128670022,0.00951105695936,0.618078253241
0.0061089834078,0.0179302334082,0.0065434982346,0.0298738162965,0.00641286486901,0.13310234334,0.0102472612647,0.772413012051,0.0054570279748,0.0108399998853,0.171694545909,0.0575976901932,0.11758144899
0.489498790909,0.0041519866225,0.286234102345,0.207927763462,0.325237090924,0.067461129477,0.00131001895534,0.679100026018,0.00335188493952,0.00305547516256,0.0545006910007,0.00211601020934,0.0140694261157
0.108668092423,0.0602511084296,0.0611784265576,0.124093741179,0.146191907985,0.00999690223514,0.106454710816,0.007543425967,8.39090685878e-05,0.00138692103895,0.0269622550723,0.671406298999,0.0154065310397
0.240583442137,0.000705133633715,0.173486436125,0.186999812722,0.271313830927,0.00831950284776,0.0319708360268,0.269385878363,0.0137108163063,0.0139109930648,0.0127171698881,0.178301387283,0.0222982414572
0.0109359249141,1.0230725863,0.00317839091309,0.00910911988467,0.00878249276745,0.0840464574138,0.00750298182569,0.742365043263,0.00256708279808,0.00151566680921,0.222875252324,0.177046471439,0.046701315592
0.00319648487628,0.00577852406075,0.00550781182512,0.0270394645631,0.0110767278022,0.0078322145008,0.171026780059,0.00156812658839,0.00415112555833,0.0532296901681,0.00549273095181,0.566909783756,0.0752632630442
0.0271944765951,0.124813770936,0.034382232831,0.0676331371069,0.0321649388743,0.00291328636269,0.0283983452861,0.166820073569,0.0059390560391,0.0112214457531,0.00481704282462,0.159314158427,0.094629497459
0.00338169313471,0.0518743830033,0.00284878889985,0.013627724722,0.00299567105338,0.00969796856729,0.164556703701,0.526449485449,0.00403136052082,0.0224017639825,0.0104788593521,0.584378063525,0.0464065378902
0.0423973097704,5.22786331785e-05,0.0210694661485,0.0137867797166,0.0574285191808,0.723106658311,0.865368537491,0.541809685563,0.678781031086,0.572858032195,0.537578413297,1.2753601943,0.0290586980876
