full:0.1,full:0.2,full:0.5,full:1.0,mix1:0.1,mix1:0.2,mix1:0.5,mix1:1.0,mix2:0.1,mix2:0.2,mix2:0.5,mix2:1.0,GAUS:,WARP:
0.0131095008919,0.0029571326417,0.00245715877689,0.00954391319345,0.00185517253631,0.00982267435085,0.000478050328856,0.00161599247328,0.0578168050132,0.0209810447402,0.00469618407254,0.00145753731629,0.00278086256066,0.00533574638348
0.413089339849,0.245193527776,0.148261311894,0.0519097441536,0.345514469682,0.219861971387,0.0902280714031,0.0209373221877,0.428744904538,0.199117178294,0.126000246695,0.0215294642033,0.0252152231222,0.044353289344
2.36686700213e-05,0.00239251925516,0.0268105494706,0.00456275317121,0.000593225853409,1.30166687512e-05,0.0359907276456,0.000759000022064,0.000120053650854,0.0147082954459,0.0236580130453,0.000856910488324,0.0152882681339,0.00273040752828
0.0106046655046,0.450787815946,0.71110152788,0.122683235157,0.252451023369,0.138069937204,0.444068522032,0.00804529169335,0.00926575269339,0.308384618708,0.304781202625,0.00633808528074,0.133349021293,0.112021824091
0.000123749909907,0.000189835818556,0.00236454346755,0.00111267860994,0.00191915674997,0.000141100172596,0.000754417729949,0.00181680922955,0.00440943383543,0.00343812762193,0.0023814080149,0.0017767508954,0.00618811994598,0.00124186298512
0.0601778033155,0.0390296506001,0.0168520076396,0.0033870131409,0.0917295628003,0.0395019291289,0.0094095254612,0.00124361320873,0.0938605562421,0.0307912149927,0.00329668593149,0.00105922189764,0.0322677990137,0.00256967017416
0.0143553491724,0.0069362283528,0.00145186071494,0.00796818467576,0.00811323163397,0.00490810525273,0.00165130836656,2.82814701697e-05,0.00815516540275,0.0108167239342,0.034641316939,9.9866852704e-06,0.00193005543305,0.00709980536686
0.218793370181,0.0297685449058,0.00248896007601,0.000460034018795,0.171413149078,0.197347455504,0.0358744764638,0.00451596165925,0.235462133183,0.0162083993597,0.018490931039,0.00569919531429,0.0439496675408,0.000649801387113
0.0976533920401,0.483333265718,0.741693828487,0.744369884107,0.256097337023,0.205624458901,0.295938521834,0.285116509374,0.23321630605,0.332536255136,0.492235284308,0.280699818414,0.754823278704,0.691195205552
0.0109128933442,0.0310181720395,0.0342348728582,0.0282779137488,0.0103385560718,0.0239131085143,0.0310244344621,0.00504611839361,0.223738120867,0.0178150726523,0.0309858256295,0.00550571594404,0.0429411482149,0.03160378421
0.0113956967328,0.00894209737951,0.00245229969509,0.00185372029237,0.0182324828096,0.0108654236064,0.00443583753017,0.00271838797327,0.00397226316687,0.00786613460509,0.00178308915131,0.00272493039186,0.00996446906393,0.0024209853351
0.0827460320952,0.0867266081164,0.0611305808524,0.0199709491457,0.000122678188436,0.082272291283,0.0546461247277,0.00501823058819,0.0646466412335,0.0818230790752,0.089136294955,0.00607712631319,0.0310681577684,0.0239142678988
