full:0.1,full:0.2,full:0.5,full:1.0,mix1:0.1,mix1:0.2,mix1:0.5,mix1:1.0,mix2:0.1,mix2:0.2,mix2:0.5,mix2:1.0,BASE:
2.48877599547,2.10601328141,1.92572538476,1.75745453695,2.15567129642,2.113280993,1.94982216807,1.70854075599,2.17382934927,2.28058418919,1.93467678288,1.97919173834,2.17250447341
3.70636035074,2.10993820893,4.16765559883,1.81645911232,2.15656140032,2.22076685836,1.83190338299,1.58410587123,2.17725742741,4.37482391788,3.9095745789,1.32500436076,1.82313167161
2.27045871779,2.09174444538,2.05752734593,1.64596431234,2.2114627456,2.01673350439,2.11735963705,1.36812005293,2.20709648581,2.10189279521,2.12900441421,2.28373646621,2.47839637803
2.3212356422,2.83431216373,1.97677607656,2.51247157838,2.71165855494,2.3828184024,2.5998440755,2.24368636188,2.79880268073,2.17209035756,1.92714437172,1.77265386107,2.31906252167
2.4751901777,2.63664719072,2.38215120653,3.21258095095,2.33524832924,2.3319794498,2.2302164996,5.81406203162,2.43092943839,2.5122595264,2.35821490821,1.9781670998,1.98674963309
2.14971096239,2.10777741171,2.09248399763,1.79985983237,2.13263621015,1.99374053624,2.27613417763,1.67495831475,2.15277100869,2.04254105197,1.86520049267,3.96414298416,1.91717282449
2.1568571708,2.19414237642,1.88519479932,1.79177574749,2.19342141451,2.07355264193,2.1360666036,1.39957315847,2.24308177609,2.01509086108,1.91416815338,3.16024819163,2.48224456058
2.15937538338,2.40268163702,1.93001295885,3.7662784708,2.65053676977,2.11896035157,1.8936456467,2.66663683967,2.42179248415,2.06360644897,1.91070308202,1.37446660511,1.86509598386
2.68595533173,2.10246732046,2.08114788469,1.80022209216,2.13068974744,2.43813443126,3.04871928945,1.82845627697,2.14989763734,2.46181999017,2.08621872504,1.44457440244,1.97298464291
3.02883531698,2.35027657237,2.90395470159,1.84170442763,2.22884658702,2.26269262104,2.76805944634,1.77900095428,2.38288399741,3.14017533365,2.97592913314,3.33937596109,1.91349273192
2.3058805357,2.4552990529,2.21693524924,2.46315686986,2.61246526702,2.02951731071,2.19356340875,2.90320265393,2.61202054391,2.43552347356,2.67662779882,2.64901817542,1.95751712824
7.77497601237,2.94290893086,13.0665753466,2.19640324604,2.40290010185,2.07058442544,1.95055553505,2.10161404435,2.21772720598,9.87333063409,15.1456128297,9.08819185198,1.76928130814
3.72708951631,2.50490289306,5.47524906128,2.1941429008,2.53606609236,1.97753710789,2.02785830298,2.07916769334,3.34855115546,4.20350639631,5.90397985928,2.27083204444,1.63268279067
3.30853591703,2.10203659141,3.16739802283,1.6690879008,2.13815048314,2.03981532361,1.89365327778,1.83787064336,2.15641453736,3.54197426915,3.20691198449,1.73676224573,1.83761792966
2.20711822161,2.18519042956,2.05404527863,1.87960968829,2.55281329184,2.05425267228,2.51637786583,1.61078709995,2.4719356092,2.2111398212,2.00982356522,3.45586828849,2.18155346644
3.38502163617,2.16944905887,3.44327402066,1.78379317317,2.14204471241,2.43842071201,2.23132172538,1.41137473433,2.16623886913,2.97481758272,3.02824912041,2.05748940125,9.64265428688
2.72784447497,2.4324708491,3.29126446285,2.32449041949,2.20831484615,2.11982844544,2.06462341213,2.85451293889,2.31162086776,2.7350251057,3.1715287527,2.23863123752,1.94869717354
2.59475939052,3.31899596338,2.29756556634,2.34606538022,2.67836928575,2.01556160985,1.89979531974,3.0901323483,2.46289218087,2.8212226146,2.26326116215,1.39132641093,1.56096690011
4.73984431405,2.10824531192,6.93279265549,2.1821265424,2.17254703574,2.80800336578,1.90836476517,1.88984948288,2.1696967722,5.6680076895,6.99188888825,1.61872550619,2.83454690895
2.2632820276,2.11083778993,2.1886092379,1.71832122189,2.13213373807,2.42936646673,2.19900263146,1.23002127534,2.16929002476,2.2146283691,2.32745896521,1.99300263625,2.59744225261
2.26007239205,2.34813926543,2.26235304456,1.95670517962,2.30232616767,4.38081171525,2.23837383634,3.30385861871,2.36047813941,2.17292917286,2.18452620934,1.08602907388,4.75785787769
2.38467760235,4.7525298041,1.87920511651,2.53746489996,3.78508244784,2.3933218588,2.32640866952,2.25993384424,3.852530177,2.12997622978,1.87078535381,2.21971390403,2.62129838172
2.14378481141,2.36698818455,1.85538573557,2.10597945445,2.86903036079,3.43411821822,2.07116312635,1.92883635889,2.9563037049,2.01192486409,1.79513838952,3.00912072638,2.2159322442
2.38823517036,2.58128738093,2.85273317836,3.12011237248,2.755382173,2.07631073503,2.26009411442,2.29504848426,2.44981258147,2.32758666483,3.55527548872,3.03496856424,1.70332534934
2.22867894738,2.55515956597,2.12286763461,2.38900649203,2.690101157,3.20303006333,2.70562514176,2.03157659541,2.71824104498,2.05273127848,2.34336763994,2.49108721175,8.01932017341
2.22518374152,2.14740084533,2.06032971776,2.01019933921,2.35667357656,2.13890009052,2.34065606482,2.41305203966,2.28809459185,2.11787984938,1.9655326483,2.16001719842,1.77644029569
2.15161095866,2.87142743931,1.95661123745,4.96134610079,2.66588963237,1.97241206949,2.27201625094,2.63855791856,2.8074669447,2.04264914637,1.9115803766,3.11018568795,1.95693028599
2.60473862719,3.0114840613,2.46256657905,3.48186083441,3.30687497564,3.0464312689,2.13232125251,2.5411452812,3.22476391941,2.17683324937,2.77867589324,1.60073140223,2.36336348275
2.20366878627,5.61516018666,2.03542152659,5.07896932615,5.21016385238,3.25802091495,2.04598311451,4.79526685625,5.21627713713,2.27081830903,1.89965170915,2.4821442041,4.01312232117
2.28431632066,2.50413216272,3.10357628232,2.2843971094,2.52536776551,6.01715662313,4.18964693123,1.86502781605,2.73447853131,2.45900751509,3.84058988059,1.61383357616,4.09566668927
2.17132823965,2.3904546169,2.03665423576,1.90075997837,2.39948740589,2.06331947946,2.49237013405,2.26061774393,2.48699473217,2.10185661232,2.05613323182,2.83089184522,1.66656083363
2.14965342416,2.19413165713,1.97112347242,2.13068266933,2.16076119381,2.02957470759,2.65253727504,2.04346544182,2.29712023902,2.05825432921,1.94779833122,2.83337456484,1.75528852376
2.20533210388,2.14468786717,1.95995234499,2.90729506209,2.18698415883,1.98301556454,2.93058250881,2.7053524396,2.23980168795,2.10769937174,1.96825294092,2.99374969214,2.02304242374
2.42833674794,2.84267187203,2.02698600908,2.10725205815,2.34088723572,1.98916394664,2.86821917297,3.33515042115,2.53680686151,2.15254182691,2.10539880583,2.97478669233,1.65628825992
2.14583652084,2.12469442035,1.860136321,1.68884537092,2.1438220898,2.07249336091,2.04888004825,1.49757437441,2.21861423045,2.01499973725,1.86127189327,1.69859899273,1.81283416352
2.31235602919,2.12701988009,2.48801763377,1.72068746597,2.1546279921,2.48109029973,1.82349072475,1.65781594401,2.18673289684,2.44503936631,2.49765299869,2.21690358146,1.85200945787
4.32025593467,2.15888469779,4.10140054518,2.04943599186,2.15139811201,1.98482921952,2.03299029655,1.4969021096,2.17787521198,4.5037305785,3.88477314076,1.7074218745,1.94926823393
5.02831700161,2.37549586803,4.19563561415,2.08770375096,2.22222144192,2.05028273777,3.23011262418,3.39194675842,2.21197318257,4.45443352135,4.39678584783,4.14345464519,1.60108247491
2.2545401758,3.18318953994,1.96253312351,1.87318377552,3.8202726087,2.15449223143,1.98186290257,2.17084459331,3.50712613511,2.09068569224,2.04530803776,4.32517462482,1.82061829223
2.29502085234,2.23769283331,2.24403214532,1.66504932991,2.25999141061,2.88480212855,3.695281973,1.43347650779,2.28600940533,2.30784835773,2.37416730165,6.85698666694,3.47809057806
2.60096138829,2.12177816746,2.64400251742,2.01692584725,2.14049781633,2.06272186943,2.20305664821,2.26997680161,2.21079963011,2.3653316509,2.70134874346,1.80095411247,1.73508731614
2.36384468348,2.60200854886,2.3641765544,2.24589471105,2.72769396585,2.47528488649,2.84345467045,2.21078098865,2.75087154572,2.48998743237,2.33534439294,2.52771910615,2.39026486833
2.15415552294,2.12993083626,1.87943967805,1.85965207215,2.17370878743,2.14579032829,2.16739349272,2.04903517627,2.17267266439,2.0279850169,1.83977715223,2.81417957352,3.05551999705
2.37681897042,2.37611779132,1.9376872929,2.43812415532,2.52461867422,2.80190918085,2.33916505171,1.73383400573,2.40708977316,2.20393550343,1.82345839018,1.77602329865,2.11085816871
2.22920500038,2.50545869002,1.89871584917,3.23404375265,2.58007340605,2.24644189754,4.05701683933,2.98647556597,2.83013160742,2.08615910921,1.83526855235,1.45202143409,2.18968158075
2.34949787757,2.37132139867,2.13887572627,3.03792371825,2.24105613811,2.18868742655,3.02436969676,3.56765684437,2.24963615948,2.14191215187,1.99333510258,1.40651656907,2.81065733045
2.1530211982,2.67718355929,1.88712314221,2.47135731876,2.84123554703,2.16926120866,2.3973528798,1.9989869429,2.74070880237,2.01499240384,1.85070585553,5.48988033425,2.34292978077
2.24786147649,2.12945414237,1.95887579511,2.1302468588,2.2170243669,2.05632287875,2.00458130248,2.29965781166,2.19967001737,2.12999012365,1.98290384605,3.85503424219,2.44238431699
2.16369044688,2.1127066966,1.96892034483,1.73960273832,2.13473387833,3.54693850558,3.21046735666,1.41887470657,2.15967437159,2.02745487276,1.81177648967,1.00561865151,2.97525810755
2.6592002733,2.12079170975,3.19005859607,1.96283972352,2.3451034757,2.14596237271,1.98199313181,1.60451828719,2.24345598644,3.15409087938,3.81993530887,2.62534526098,2.01766420032
2.5452300549,2.35775689874,2.42081373822,1.69716165869,2.31435118812,2.74471961196,2.27747554989,1.40636261396,2.33079634773,2.55073108515,2.65188964782,2.03145913376,1.77798980409
2.21833659674,2.14013615461,2.31699238619,2.56736295594,2.25794705236,4.78972901601,2.24567023052,4.91886682189,2.24870615131,2.34311401957,2.37994327091,2.62230109887,1.93975574362
3.02773138015,2.19855030465,2.11422433773,2.33983433807,2.47010536675,2.36204573536,1.80340076028,3.09542661236,2.67250152925,2.94613033756,2.10995457847,3.28994468741,2.67146057866
2.17895310874,3.05836383706,2.18383473288,2.94048119529,2.43112510914,2.78818446407,2.03782747601,3.21801244847,2.49555247559,2.29071397545,2.17794410488,1.81959174865,3.10236666412
3.14808672893,2.20191982112,3.97332526433,2.29522889408,2.18613220681,2.24971066499,2.05683929077,3.45286762218,2.30565345132,3.16310683186,4.50707749258,1.30158398894,1.80039588234
2.20230813274,2.13109274652,1.87991235404,1.87727403523,2.16120911282,2.69565832009,1.99966275584,1.455039839,2.17081374907,2.04724152568,1.8141883399,2.56170495945,3.2173834231
2.1873712741,2.40306192419,1.97286610573,2.05250392521,2.34822604097,2.42392180312,1.8475381347,1.5678562238,2.50264166338,2.02243800997,1.94560012726,1.62994576148,1.84904414045
2.16955479902,2.09930935879,1.88390190469,1.66350845418,2.17921907547,2.21811563429,1.9502892396,1.24093654916,2.16794947369,2.01243457795,1.9171937489,2.01086558738,1.99598737842
