m,model_sp,v,x
0.441184695583,full:1.0,0.00235967400198,1871.40944932
0.44028964692,full:1.0,0.00235383351043,1871.54643562
0.439383000582,full:1.0,0.00234794894642,1871.68342192
0.438464867074,full:1.0,0.00234201642923,1871.82040822
0.437535358707,full:1.0,0.00233603226583,1871.95739452
0.436594589562,full:1.0,0.00232999294935,1872.09438082
0.435642675456,full:1.0,0.00232389515752,1872.23136712
0.434679733908,full:1.0,0.00231773575091,1872.36835342
0.433705884094,full:1.0,0.00231151177107,1872.50533973
0.432721246816,full:1.0,0.0023052204385,1872.64232603
0.431725944463,full:1.0,0.00229885915063,1872.77931233
0.430720100972,full:1.0,0.00229242547951,1872.91629863
0.429703841786,full:1.0,0.00228591716951,1873.05328493
0.42867729382,full:1.0,0.00227933213489,1873.19027123
0.427640585418,full:1.0,0.00227266845723,1873.32725753
0.426593846316,full:1.0,0.00226592438283,1873.46424384
0.425537207597,full:1.0,0.00225909831995,1873.60123014
0.424470801655,full:1.0,0.00225218883599,1873.73821644
0.423394762153,full:1.0,0.00224519465461,1873.87520274
0.42230922398,full:1.0,0.00223811465273,1874.01218904
0.421214323212,full:1.0,0.00223094785748,1874.14917534
0.42011019707,full:1.0,0.0022236934431,1874.28616164
0.418996983878,full:1.0,0.00221635072771,1874.42314795
0.41787482302,full:1.0,0.00220891917008,1874.56013425
0.4167438549,full:1.0,0.00220139836635,1874.69712055
0.415604220899,full:1.0,0.00219378804663,1874.83410685
0.414456063331,full:1.0,0.00218608807164,1874.97109315
0.413299525405,full:1.0,0.00217829842928,1875.10807945
0.412134751177,full:1.0,0.00217041923108,1875.24506575
0.410961885513,full:1.0,0.00216245070877,1875.38205205
0.409781074042,full:1.0,0.0021543932107,1875.51903836
0.408592463116,full:1.0,0.0021462471983,1875.65602466
0.407396199767,full:1.0,0.00213801324247,1875.79301096
0.406192431665,full:1.0,0.00212969202001,1875.92999726
0.404981307073,full:1.0,0.00212128431004,1876.06698356
0.40376297481,full:1.0,0.00211279099029,1876.20396986
0.402537584202,full:1.0,0.00210421303363,1876.34095616
0.401305285047,full:1.0,0.00209555150431,1876.47794247
0.400066227567,full:1.0,0.00208680755446,1876.61492877
0.398820562369,full:1.0,0.00207798242046,1876.75191507
0.397568440405,full:1.0,0.00206907741932,1876.88890137
0.396310012924,full:1.0,0.00206009394516,1877.02588767
0.395045431441,full:1.0,0.00205103346563,1877.16287397
0.393774847686,full:1.0,0.0020418975184,1877.29986027
0.39249841357,full:1.0,0.00203268770767,1877.43684658
0.39121628114,full:1.0,0.00202340570067,1877.57383288
0.389928602542,full:1.0,0.00201405322425,1877.71081918
0.38863552998,full:1.0,0.00200463206146,1877.84780548
0.387337215674,full:1.0,0.00199514404821,1877.98479178
0.386033811826,full:1.0,0.00198559106995,1878.12177808
0.384725470575,full:1.0,0.00197597505835,1878.25876438
0.383412343963,full:1.0,0.00196629798814,1878.39575068
0.382094583894,full:1.0,0.00195656187384,1878.53273699
0.380759097559,full:1.0,0.00194667055487,1878.67109315
0.379432483013,full:1.0,0.00193682200138,1878.80807945
0.378101691036,full:1.0,0.00192692067674,1878.94506575
0.376766872605,full:1.0,0.00191696872435,1879.08205205
0.375428178375,full:1.0,0.0019069683123,1879.21903836
0.374085758645,full:1.0,0.00189692163053,1879.35602466
0.372739763318,full:1.0,0.00188683088806,1879.49301096
0.37139034187,full:1.0,0.00187669831025,1879.62999726
0.370037643312,full:1.0,0.00186652613614,1879.76698356
0.36868181616,full:1.0,0.00185631661586,1879.90396986
0.367323008402,full:1.0,0.00184607200812,1880.04095616
0.36596136746,full:1.0,0.0018357945777,1880.17794247
0.364597040163,full:1.0,0.00182548659314,1880.31492877
0.363230172713,full:1.0,0.00181515032431,1880.45191507
0.361860910653,full:1.0,0.00180478804025,1880.58890137
0.36048939884,full:1.0,0.00179440200695,1880.72588767
0.359115781412,full:1.0,0.0017839944852,1880.86287397
0.357740201756,full:1.0,0.00177356772861,1880.99986027
0.356362802486,full:1.0,0.00176312398159,1881.13684658
0.354983725409,full:1.0,0.00175266547746,1881.27383288
0.353603111498,full:1.0,0.00174219443661,1881.41081918
0.352221100869,full:1.0,0.00173171306478,1881.54780548
0.350837832748,full:1.0,0.00172122355129,1881.68479178
0.349453445451,full:1.0,0.00171072806748,1881.82177808
0.348068076353,full:1.0,0.00170022876516,1881.95876438
0.34668186187,full:1.0,0.00168972777507,1882.09575068
0.345294937428,full:1.0,0.00167922720552,1882.23273699
0.343907437445,full:1.0,0.00166872914103,1882.36972329
0.342519495305,full:1.0,0.00165823564104,1882.50670959
0.341131243336,full:1.0,0.00164774873869,1882.64369589
0.339742812791,full:1.0,0.00163727043972,1882.78068219
0.338354333822,full:1.0,0.00162680272133,1882.91766849
0.336965935465,full:1.0,0.00161634753119,1883.05465479
0.335577745617,full:1.0,0.00160590678651,1883.1916411
0.33418989102,full:1.0,0.00159548237309,1883.3286274
0.332802497237,full:1.0,0.00158507614456,1883.4656137
0.331415688639,full:1.0,0.00157468992153,1883.6026
0.330029588388,full:1.0,0.00156432549097,1883.7395863
0.328644318417,full:1.0,0.00155398460548,1883.8765726
0.327259999416,full:1.0,0.00154366898273,1884.0135589
0.325876750818,full:1.0,0.0015333803049,1884.15054521
0.324494690782,full:1.0,0.00152312021823,1884.28753151
0.32311393618,full:1.0,0.00151289033253,1884.42451781
0.321734602582,full:1.0,0.00150269222084,1884.56150411
0.320356804248,full:1.0,0.00149252741908,1884.69849041
0.318980654109,full:1.0,0.00148239742577,1884.83547671
0.317606263762,full:1.0,0.00147230370179,1884.97246301
0.316233743453,full:1.0,0.00146224767019,1885.10944932
0.31486320207,full:1.0,0.00145223071604,1885.24643562
0.313494747135,full:1.0,0.00144225418635,1885.38342192
0.312128484791,full:1.0,0.00143231938997,1885.52040822
0.310764519793,full:1.0,0.0014224275976,1885.65739452
0.309402955506,full:1.0,0.0014125800418,1885.79438082
0.308043893889,full:1.0,0.00140277791702,1885.93136712
0.306687435497,full:1.0,0.00139302237976,1886.06835342
0.305333679466,full:1.0,0.00138331454862,1886.20533973
0.303982723516,full:1.0,0.0013736555045,1886.34232603
0.302634663937,full:1.0,0.00136404629079,1886.47931233
0.301289595593,full:1.0,0.00135448791357,1886.61629863
0.29994761191,full:1.0,0.00134498134192,1886.75328493
0.298608804879,full:1.0,0.00133552750811,1886.89027123
0.297273265048,full:1.0,0.00132612730799,1887.02725753
0.295941081522,full:1.0,0.00131678160127,1887.16424384
0.294612341963,full:1.0,0.00130749121191,1887.30123014
0.293287132582,full:1.0,0.00129825692846,1887.43821644
0.291965538147,full:1.0,0.0012890795045,1887.57520274
0.290647641973,full:1.0,0.00127995965901,1887.71218904
0.289333525929,full:1.0,0.00127089807689,1887.84917534
0.288023270436,full:1.0,0.00126189540931,1887.98616164
0.286716954468,full:1.0,0.00125295227426,1888.12314795
0.285414655554,full:1.0,0.00124406925702,1888.26013425
0.284116449777,full:1.0,0.00123524691065,1888.39712055
0.282822411781,full:1.0,0.00122648575652,1888.53410685
0.28153261477,full:1.0,0.0012177862848,1888.67109315
0.280247130512,full:1.0,0.00120914895508,1888.80807945
0.278966029344,full:1.0,0.00120057419682,1888.94506575
0.277689380175,full:1.0,0.00119206240996,1889.08205205
0.276417250488,full:1.0,0.00118361396551,1889.21903836
0.27514970635,full:1.0,0.00117522920605,1889.35602466
0.273886812411,full:1.0,0.00116690844637,1889.49301096
0.272628631914,full:1.0,0.00115865197403,1889.62999726
0.271375226701,full:1.0,0.00115046004996,1889.76698356
0.270126657215,full:1.0,0.00114233290902,1889.90396986
0.268882982509,full:1.0,0.00113427076063,1890.04095616
0.267644260256,full:1.0,0.00112627378937,1890.17794247
0.26641054675,full:1.0,0.00111834215553,1890.31492877
0.265181896918,full:1.0,0.00111047599576,1890.45191507
0.263958364326,full:1.0,0.00110267542365,1890.58890137
0.262740001189,full:1.0,0.00109494053032,1890.72588767
0.261526858377,full:1.0,0.00108727138502,1890.86287397
0.260318985424,full:1.0,0.00107966803573,1890.99986027
0.259116430539,full:1.0,0.00107213050976,1891.13684658
0.257919240615,full:1.0,0.00106465881431,1891.27383288
0.256727461233,full:1.0,0.00105725293708,1891.41081918
0.255541136681,full:1.0,0.00104991284685,1891.54780548
0.254360309957,full:1.0,0.00104263849405,1891.68479178
0.253185022781,full:1.0,0.00103542981132,1891.82177808
0.252015315605,full:1.0,0.0010282867141,1891.95876438
0.250851227627,full:1.0,0.00102120910119,1892.09575068
0.249692796796,full:1.0,0.00101419685526,1892.23273699
0.248540059828,full:1.0,0.00100724984346,1892.36972329
0.247393052215,full:1.0,0.00100036791793,1892.50670959
0.246251808235,full:1.0,0.000993550916325,1892.64369589
0.245116360968,full:1.0,0.000986798662355,1892.78068219
0.243986742302,full:1.0,0.000980110966305,1892.91766849
0.24286298295,full:1.0,0.000973487625542,1893.05465479
0.241745112457,full:1.0,0.000966928425018,1893.1916411
0.240633159218,full:1.0,0.000960433137763,1893.3286274
0.239527150485,full:1.0,0.000954001525376,1893.4656137
0.238427112382,full:1.0,0.000947633338498,1893.6026
0.237333069915,full:1.0,0.000941328317279,1893.7395863
0.23624504699,full:1.0,0.000935086191845,1893.8765726
0.235163066419,full:1.0,0.000928906682742,1894.0135589
0.234087149938,full:1.0,0.000922789501382,1894.15054521
0.233017318217,full:1.0,0.000916734350472,1894.28753151
0.231953590872,full:1.0,0.000910740924438,1894.42451781
0.230895986483,full:1.0,0.000904808909842,1894.56150411
0.229844522601,full:1.0,0.000898937985784,1894.69849041
0.228799215764,full:1.0,0.000893127824295,1894.83547671
0.227760081513,full:1.0,0.000887378090728,1894.97246301
0.226727134398,full:1.0,0.000881688444129,1895.10944932
0.225700387998,full:1.0,0.000876058537611,1895.24643562
0.224679854931,full:1.0,0.000870488018704,1895.38342192
0.22366554687,full:1.0,0.000864976529708,1895.52040822
0.22265747455,full:1.0,0.000859523708031,1895.65739452
0.22165564779,full:1.0,0.000854129186521,1895.79438082
0.220660075499,full:1.0,0.000848792593782,1895.93136712
0.219670765695,full:1.0,0.000843513554492,1896.06835342
0.218687725514,full:1.0,0.000838291689701,1896.20533973
0.217710961224,full:1.0,0.000833126617124,1896.34232603
0.216740478242,full:1.0,0.000828017951433,1896.47931233
0.215776281142,full:1.0,0.000822965304524,1896.61629863
0.214818373673,full:1.0,0.000817968285791,1896.75328493
0.213866758769,full:1.0,0.000813026502383,1896.89027123
0.212921438562,full:1.0,0.000808139559453,1897.02725753
0.2119824144,full:1.0,0.000803307060403,1897.16424384
0.211049686852,full:1.0,0.000798528607116,1897.30123014
0.210123255729,full:1.0,0.000793803800184,1897.43821644
0.209203120093,full:1.0,0.000789132239121,1897.57520274
0.208289278269,full:1.0,0.000784513522582,1897.71218904
0.207381727861,full:1.0,0.000779947248557,1897.84917534
0.206480465763,full:1.0,0.00077543301457,1897.98616164
0.205585488172,full:1.0,0.000770970417866,1898.12314795
0.2046967906,full:1.0,0.000766559055592,1898.26013425
0.203814367888,full:1.0,0.000762198524969,1898.39712055
0.202938214219,full:1.0,0.000757888423457,1898.53410685
0.202068323127,full:1.0,0.000753628348919,1898.67109315
0.201204687514,full:1.0,0.000749417899767,1898.80807945
0.200347299658,full:1.0,0.000745256675114,1898.94506575
0.199496151228,full:1.0,0.00074114427491,1899.08205205
0.198651233298,full:1.0,0.000737080300078,1899.21903836
0.197812536351,full:1.0,0.000733064352639,1899.35602466
0.196980050301,full:1.0,0.000729096035835,1899.49301096
0.196153764497,full:1.0,0.000725174954242,1899.62999726
0.19533366774,full:1.0,0.000721300713882,1899.76698356
0.19451974829,full:1.0,0.00071747292233,1899.90396986
0.193711993883,full:1.0,0.000713691188806,1900.04095616
0.192910391735,full:1.0,0.000709955124274,1900.17794247
0.192114928561,full:1.0,0.000706264341528,1900.31492877
0.191325590582,full:1.0,0.000702618455278,1900.45191507
0.190542363535,full:1.0,0.000699017082224,1900.58890137
0.189765232687,full:1.0,0.000695459841138,1900.72588767
0.188994182844,full:1.0,0.000691946352923,1900.86287397
0.188229198363,full:1.0,0.000688476240688,1900.99986027
0.18747026316,full:1.0,0.000685049129802,1901.13684658
0.186717360723,full:1.0,0.000681664647953,1901.27383288
0.185970474122,full:1.0,0.000678322425202,1901.41081918
0.185229586017,full:1.0,0.000675022094028,1901.54780548
0.184494678672,full:1.0,0.000671763289375,1901.68479178
0.18376573396,full:1.0,0.000668545648693,1901.82177808
0.183042733377,full:1.0,0.000665368811976,1901.95876438
0.18232565805,full:1.0,0.000662232421795,1902.09575068
0.181614488746,full:1.0,0.00065913612333,1902.23273699
0.180909205883,full:1.0,0.000656079564396,1902.36972329
0.180209789537,full:1.0,0.000653062395469,1902.50670959
0.179516219455,full:1.0,0.000650084269707,1902.64369589
0.178828475059,full:1.0,0.000647144842967,1902.78068219
0.178146535459,full:1.0,0.000644243773826,1902.91766849
0.177470379459,full:1.0,0.000641380723587,1903.05465479
0.176799985568,full:1.0,0.000638555356295,1903.1916411
0.176135332007,full:1.0,0.000635767338744,1903.3286274
0.175476396719,full:1.0,0.00063301634048,1903.4656137
0.174823157373,full:1.0,0.000630302033809,1903.6026
0.174175591378,full:1.0,0.000627624093792,1903.7395863
0.173533675886,full:1.0,0.000624982198252,1903.8765726
0.172897387804,full:1.0,0.000622376027763,1904.0135589
0.172266703798,full:1.0,0.000619805265652,1904.15054521
0.171641600304,full:1.0,0.000617269597988,1904.28753151
0.171022053531,full:1.0,0.000614768713572,1904.42451781
0.170408039473,full:1.0,0.000612302303934,1904.56150411
0.169799533914,full:1.0,0.000609870063312,1904.69849041
0.169196512435,full:1.0,0.000607471688645,1904.83547671
0.168598950421,full:1.0,0.000605106879555,1904.97246301
0.168006823068,full:1.0,0.000602775338331,1905.10944932
0.16742010539,full:1.0,0.000600476769913,1905.24643562
0.166838772226,full:1.0,0.000598210881868,1905.38342192
0.166262798243,full:1.0,0.000595977384376,1905.52040822
0.165692157948,full:1.0,0.000593775990203,1905.65739452
0.165126825688,full:1.0,0.000591606414683,1905.79438082
0.164566775663,full:1.0,0.000589468375688,1905.93136712
0.164011981924,full:1.0,0.000587361593612,1906.06835342
0.163462418387,full:1.0,0.000585285791334,1906.20533973
0.16291805883,full:1.0,0.000583240694203,1906.34232603
0.162378876907,full:1.0,0.000581226030002,1906.47931233
0.161844846147,full:1.0,0.000579241528923,1906.61629863
0.161315939963,full:1.0,0.000577286923537,1906.75328493
0.160792131656,full:1.0,0.000575361948764,1906.89027123
0.16027339442,full:1.0,0.000573466341845,1907.02725753
0.159759701347,full:1.0,0.000571599842307,1907.16424384
0.159251025433,full:1.0,0.000569762191932,1907.30123014
0.158747339579,full:1.0,0.000567953134728,1907.43821644
0.158248616601,full:1.0,0.00056617241689,1907.57520274
0.15775482923,full:1.0,0.000564419786773,1907.71218904
0.157265950121,full:1.0,0.000562694994855,1907.84917534
0.156781951851,full:1.0,0.000560997793701,1907.98616164
0.156302806929,full:1.0,0.000559327937932,1908.12314795
0.155828487796,full:1.0,0.000557685184186,1908.26013425
0.155358966834,full:1.0,0.000556069291088,1908.39712055
0.154894216363,full:1.0,0.000554480019209,1908.53410685
0.15443420865,full:1.0,0.000552917131032,1908.67109315
0.153978915912,full:1.0,0.000551380390917,1908.80807945
0.153528310318,full:1.0,0.000549869565062,1908.94506575
0.153082363991,full:1.0,0.00054838442147,1909.08205205
0.152641049017,full:1.0,0.00054692472991,1909.21903836
0.152204337443,full:1.0,0.000545490261878,1909.35602466
0.151772201282,full:1.0,0.000544080790564,1909.49301096
0.151344612515,full:1.0,0.000542696090814,1909.62999726
0.150921543099,full:1.0,0.00054133593909,1909.76698356
0.15050296496,full:1.0,0.000540000113435,1909.90396986
0.150088850008,full:1.0,0.000538688393438,1910.04095616
0.149679170128,full:1.0,0.00053740056019,1910.17794247
0.149273897192,full:1.0,0.000536136396253,1910.31492877
0.148873003056,full:1.0,0.000534895685623,1910.45191507
0.148476459566,full:1.0,0.000533678213685,1910.58890137
0.148084238555,full:1.0,0.000532483767186,1910.72588767
0.147696311852,full:1.0,0.000531312134191,1910.86287397
0.147312651281,full:1.0,0.000530163104049,1910.99986027
0.146933228661,full:1.0,0.000529036467354,1911.13684658
0.146558015813,full:1.0,0.000527932015913,1911.27383288
0.146186984559,full:1.0,0.000526849542703,1911.41081918
0.145820106722,full:1.0,0.000525788841839,1911.54780548
0.145457354133,full:1.0,0.000524749708536,1911.68479178
0.145098698629,full:1.0,0.000523731939076,1911.82177808
0.144744112055,full:1.0,0.000522735330767,1911.95876438
0.144393566267,full:1.0,0.000521759681913,1912.09575068
0.144047033133,full:1.0,0.000520804791774,1912.23273699
0.143704484534,full:1.0,0.000519870460535,1912.36972329
0.143365892366,full:1.0,0.000518956489267,1912.50670959
0.143031228543,full:1.0,0.000518062679898,1912.64369589
0.142700464995,full:1.0,0.000517188835174,1912.78068219
0.14237357367,full:1.0,0.000516334758626,1912.91766849
0.142050526538,full:1.0,0.000515500254542,1913.05465479
0.141731295591,full:1.0,0.000514685127924,1913.1916411
0.141415852841,full:1.0,0.000513889184465,1913.3286274
0.141104170325,full:1.0,0.000513112230511,1913.4656137
0.140796220105,full:1.0,0.000512354073031,1913.6026
0.140491974268,full:1.0,0.000511614519584,1913.7395863
0.140191404926,full:1.0,0.000510893378291,1913.8765726
0.139894484221,full:1.0,0.000510190457801,1914.0135589
0.13960118432,full:1.0,0.000509505567263,1914.15054521
0.139311477422,full:1.0,0.000508838516296,1914.28753151
0.139025335753,full:1.0,0.000508189114958,1914.42451781
0.138742731571,full:1.0,0.000507557173721,1914.56150411
0.138463637165,full:1.0,0.000506942503439,1914.69849041
0.138188024853,full:1.0,0.000506344915324,1914.83547671
0.137915866987,full:1.0,0.000505764220916,1914.97246301
0.137647135953,full:1.0,0.000505200232057,1915.10944932
0.137381804168,full:1.0,0.00050465276087,1915.24643562
0.137119844082,full:1.0,0.000504121619724,1915.38342192
0.136861228182,full:1.0,0.000503606621221,1915.52040822
0.136605928986,full:1.0,0.000503107578163,1915.65739452
0.13635391905,full:1.0,0.000502624303534,1915.79438082
0.136105170962,full:1.0,0.000502156610474,1915.93136712
0.135859657348,full:1.0,0.00050170431226,1916.06835342
0.135617350868,full:1.0,0.000501267222284,1916.20533973
0.135378224218,full:1.0,0.000500845154032,1916.34232603
0.135142250133,full:1.0,0.000500437921065,1916.47931233
0.13490940138,full:1.0,0.000500045336999,1916.61629863
0.134679650767,full:1.0,0.000499667215489,1916.75328493
0.134452971135,full:1.0,0.000499303370211,1916.89027123
0.134229335364,full:1.0,0.000498953614845,1917.02725753
0.134008716372,full:1.0,0.000498617763061,1917.16424384
0.133791087112,full:1.0,0.000498295628502,1917.30123014
0.133576420577,full:1.0,0.000497987024771,1917.43821644
0.133364689794,full:1.0,0.000497691765422,1917.57520274
0.13315586783,full:1.0,0.000497409663941,1917.71218904
0.132949927789,full:1.0,0.000497140533743,1917.84917534
0.132746842813,full:1.0,0.000496884188156,1917.98616164
0.132546586082,full:1.0,0.000496640440415,1918.12314795
0.132349130813,full:1.0,0.000496409103653,1918.26013425
0.13215445026,full:1.0,0.000496189990895,1918.39712055
0.131962517717,full:1.0,0.000495982915051,1918.53410685
0.131773306514,full:1.0,0.000495787688915,1918.67109315
0.13158679002,full:1.0,0.000495604125155,1918.80807945
0.131402941642,full:1.0,0.000495432036316,1918.94506575
0.131221734825,full:1.0,0.000495271234816,1919.08205205
0.13104314305,full:1.0,0.000495121532949,1919.21903836
0.130867139839,full:1.0,0.000494982742881,1919.35602466
0.130693698749,full:1.0,0.000494854676657,1919.49301096
