full:0.1,full:0.2,full:0.5,full:1.0,mix1:0.1,mix1:0.2,mix1:0.5,mix1:1.0,mix2:0.1,mix2:0.2,mix2:0.5,mix2:1.0,GAUS:,WARP:
4.51090908778,4.34183820901,4.27408820988,4.31561278642,4.48129126357,4.38924688677,4.20916382975,4.61122422176,4.70549119572,4.41503450307,4.13572863731,4.60797162135,4.15219393647,4.25202519046
7.42402166049,7.81867634545,7.00786368075,4.67468877331,7.03647227549,7.49689860739,7.13513145028,3.85566907294,7.46805374009,6.93494098443,8.11426491024,3.86996147795,4.27619576373,4.64678293239
4.31680733494,4.16399689642,4.33259551959,3.74756842142,4.25138015476,4.14439264362,4.4625336906,3.28766273704,4.33603047904,4.26405830702,4.25034259474,3.29289109725,3.98658902322,3.69371234675
4.78588758222,5.78437545851,6.63466188638,4.92095816085,5.27925201126,4.99432637265,6.4241607476,4.21513787761,4.78217683551,5.48951070463,5.88762155717,4.20441740719,5.54009135331,4.87330932291
3.58469431323,3.41528316485,3.37196720345,3.06504275135,3.59905131171,3.42628088625,3.21715523491,2.94977068153,3.74252037568,3.52236643143,3.28235414418,2.94183395539,3.86873914711,3.07867332649
4.62407619079,4.42701482107,4.19184747442,3.87049537695,4.67762170934,4.43727555005,4.09232242777,3.54357504908,4.71353763142,4.36539103627,4.00074335191,3.53625254555,4.25197640751,3.83791260533
4.20768951572,3.98379055215,3.90004324975,4.16169998168,4.1042670484,4.17480593799,3.87599844991,4.23870930811,4.1327844571,3.97265437183,4.55972406821,4.23487762257,4.58143783883,4.09952008781
5.14861111559,4.6110649664,4.38705023269,4.19285660593,5.03392259811,5.10909952189,4.43694049473,4.07336196717,5.18323990254,4.5419528142,4.32357017147,4.07800981804,4.40683416139,4.16275280871
4.61832216023,5.61262772704,8.26987813168,11.5815019604,5.22321806894,5.01660333144,6.30709949178,12.9034495475,5.00579696634,5.81907521705,7.7774650801,12.770857576,13.3457774794,11.2519782909
4.06233476023,4.10594858549,4.10651852874,4.08865621116,3.9864551851,4.04461841566,4.07202037283,3.26504027167,5.0931343046,3.94944590798,4.06461384633,3.29831282934,4.39832826985,4.16973264449
3.81205896215,3.66021292663,3.38627313528,3.17777055349,3.85793189232,3.70279044991,3.39840660484,3.0895877324,3.7391239717,3.61232331721,3.27405876281,3.090321594,3.9053294235,3.22124178466
4.92648008893,4.83297513433,4.66405356604,4.2932167564,4.73178063554,4.81906048048,4.59561131864,4.06345547605,4.91890504836,4.84485978909,4.77392710059,4.07788686975,4.24440475219,4.326185078
3.76680769945,3.60259885386,3.50652453926,3.25324775434,3.68310498412,3.59852408445,3.36588307965,2.72803669881,3.78767993161,3.61200641486,3.35004862427,2.72823285876,3.77797636498,3.30379830637
4.88494940278,5.98212168371,5.58282989638,5.82039990747,4.73004609025,4.73059757055,4.50349146885,5.4958611435,4.67997366406,4.96892103829,4.72574174295,5.49664061797,5.15758915326,5.80820833056
4.12738615588,3.82015910371,3.63372247501,3.46878881795,3.99964781176,3.96178419425,3.56014294946,3.15833255696,4.0293791496,3.76825354466,3.54137655989,3.15588213861,3.82359407304,3.4194287279
4.27407468744,4.15568885013,3.98440466676,3.53491105895,4.18361526246,4.08509952796,3.81860342209,3.12669351416,4.31144776789,4.07842258764,3.80688383305,3.1273382707,3.78537612347,3.53814185172
4.46390028438,4.28136781135,4.27771150324,3.77612221156,4.45366768461,4.28261074995,4.28220737622,3.55055390157,4.61162174564,4.44574026344,4.29645155969,3.54698927572,3.79954713886,3.78403458697
4.80526736267,4.67985242048,4.47363219153,4.24051787827,4.72515072946,4.63067630753,4.37301785728,3.93381356159,4.8109787215,4.60517090046,4.31624755088,3.9341059615,3.92775476922,4.22620938669
4.04919317962,3.81700270052,4.06199136301,4.94839409398,3.97417048663,3.90472585061,4.43325057179,3.21743536587,4.23084952192,3.99189538722,4.25169477309,3.21962298974,4.28680756512,4.87573646473
5.39664031946,5.20588931867,4.58716749001,4.63609465725,5.34493349905,5.51358861695,4.95121005492,4.60780478291,5.31418641409,5.23448349719,4.5774417583,4.66075846376,6.40245659537,4.64287734923
4.73862429966,4.6931432172,4.45180138392,4.22919786698,4.8090125216,4.67578753131,4.35540948935,4.64027642427,4.78689933011,4.51360532586,4.29289375662,4.64532222007,3.93486721607,4.23196249248
3.97667945401,3.82836700589,3.78274347287,3.70762328597,3.89264532414,3.81819531661,3.65776195437,2.99319346589,4.03808760477,3.93128812069,3.79598506853,2.98427631148,4.51623787193,3.75045323905
3.99362041126,3.81385445459,3.79496239164,3.81027662062,3.90562243599,3.81388512212,3.87813150803,4.07428030614,3.99751650315,3.78566618831,3.78006187481,4.07207762603,3.88752671046,3.65106310719
4.85408847985,4.86087051157,5.06523249804,5.60981691985,5.06616772035,4.94570149238,5.30190276774,5.68854371633,5.14561911452,4.94631243539,4.94534823153,5.68448525512,5.43848042563,5.47507783504
4.43883887769,4.14440787478,4.15633012233,3.68458569688,4.4849885711,4.19960417637,3.85783234847,3.64037444882,4.80791700451,4.31637012076,3.94285981907,3.63400604328,4.02774595144,3.68751507631
4.04384365737,3.80307321506,3.13169189225,2.95689293348,3.88944670316,3.91285888693,3.07790951746,2.6254018117,4.11274537819,3.41047558534,3.00750750844,2.62380450411,3.88514925302,2.9272619023
4.79589334737,4.64606001445,4.59045482257,4.16789034817,4.77302334937,4.68792284406,4.58533627984,3.78621489964,6.17647270639,4.61605256184,4.56737857215,3.80020333527,4.08449319916,4.13353771232
4.55874235507,4.43657694396,4.3257703803,4.17627029955,4.51745055437,4.41238009698,4.17027848813,3.89501506803,4.59342565673,4.33914253248,4.13713903186,3.8926687182,3.81041723439,4.14232881397
4.47699647878,4.38080009713,4.42901447998,4.4778840141,4.47167506145,4.31333867213,4.46114241745,3.4041557721,4.53359703423,4.43347550396,4.33275799836,3.41366861657,4.31726599851,4.34826362621
4.73269391202,4.53488639571,4.35511923277,4.1629449102,4.67107515345,4.54685926718,4.30828956304,4.05654101703,4.76668561778,4.49641624554,4.3273211433,4.03289432919,3.90732512812,4.19181901393
5.24901612553,4.69771862166,4.44654863352,4.22609832404,5.05906020687,4.98001870892,4.54974038572,3.74820755975,5.21518738044,4.80185010253,4.51066541764,3.74383261728,4.31355467692,4.15770736715
5.04139957136,4.95180344756,4.61859273417,4.22538475315,4.89216936643,4.90078552007,4.78941482092,3.92360855926,4.95456908961,4.84799051521,4.76420291889,3.92763990707,4.26338666182,4.17250711142
3.75340011817,3.54871392838,3.0101455519,5.12057338465,3.24015305858,3.48917078432,3.09320187925,4.67118166371,3.32226284779,2.92825062791,2.88133396828,4.68344866725,4.10976989447,5.05146123807
5.42694159137,4.84157807231,4.71077720707,4.3242400697,5.1499028898,5.25022187811,4.51450889746,4.35244983641,5.33641894151,5.13483258022,4.78317321239,4.33785653225,4.61115226511,4.31648241071
4.78060364904,4.60252070273,4.53035343048,4.43180317982,4.93169743585,4.55431069844,4.43332342116,3.98119194698,4.80952670076,4.61253765276,4.51131197404,3.99115888729,4.30663686778,4.47283855772
4.08796328666,3.82260793602,3.57670727788,3.28138691818,3.8960750301,3.86644705606,3.55900186758,2.9249135235,4.01286492525,3.72519954051,3.51503212682,2.93509592421,3.85710758149,3.29561223607
3.61424582575,3.46540717567,3.17497866444,2.90231564634,3.30642096766,3.27336461106,3.00384235514,3.69488177247,3.38304596161,3.27584108523,3.0025432412,3.68452767741,3.81280466535,2.88185857768
4.74265551064,4.56069990753,4.41032767256,4.14534103097,4.65802403315,4.56688585657,4.37519770665,3.9081522059,4.75268867175,4.5068342808,4.2620625209,3.88069502698,3.87302819557,4.1021443608
3.96691011409,3.75435280806,3.5833233099,3.42805173664,3.86286427164,3.77435341945,3.52755550419,3.95802521246,3.96722720215,3.71147572112,3.49881619757,3.99789409083,3.84356157339,3.49064760479
4.27712305574,4.14328615202,4.00045538008,4.18007952054,4.20975523855,4.11383633063,3.86605233457,4.42016892085,4.29383918173,4.12463380284,3.86559335632,4.41169092328,4.256371011,4.10251564763
4.7094335526,4.50147143167,4.79437570634,4.13566420554,4.70624410872,4.7302452856,4.80808608486,4.45749525208,4.84126170105,4.61207607537,4.91631230549,4.44813467282,3.96875544312,4.13977201285
4.08979582506,3.86618893354,3.68594569312,3.58907245949,3.95381903379,4.17510581124,3.6976080463,4.62197776225,4.05121405813,3.85352706562,3.65949971855,4.62755915796,4.12509409646,3.6083307577
4.3543078481,4.17923298003,4.07356375737,3.82427306508,4.30650607567,4.20628879468,4.0620815918,3.49611080522,4.43660820535,4.12839056236,3.958087816,3.48241171385,3.83382545751,3.78999113091
4.86418158352,4.70480834604,4.40087243278,4.10582514189,4.68061224805,4.6359343551,4.46685708497,3.70527182123,4.73433291084,4.63287603089,4.35618361807,3.70416888362,4.19456187294,4.07950758431
4.70763459681,4.6432038597,4.66559606532,4.81263694256,4.38114054269,4.64083806263,4.94256896099,4.87048133242,4.81515408938,4.52081746146,4.59806125329,4.86350687587,5.57430708665,4.84796007425
4.25308290308,4.14410009797,3.86032197178,3.70425238723,4.14043908678,4.05102952777,3.83386592386,3.87783116896,4.31666160341,4.03735052338,3.74485843995,3.88103801481,3.88481545575,3.6929637667
4.99112101193,4.66226459627,4.76400889242,4.91104437118,5.01599223501,4.92435003723,4.71930101464,5.38494354839,5.21577198363,4.7486464933,4.69409838441,5.34270244626,5.66522721462,5.24042761531
4.27085077259,4.10124751913,4.05479304881,4.2609128021,4.1855530185,4.0854391537,4.00600130231,4.96380192198,4.27846378008,4.09092894599,3.97698173309,4.94087912937,4.06538831311,4.21255628768
6.35042399442,6.87512679977,7.01540546479,7.28876154046,6.47465945742,6.40864150138,6.71299586948,8.42780776352,6.39949903534,6.79217681888,6.7863503114,8.39478167211,10.4611692119,7.51128736358
3.99801612584,4.04841787979,3.99754538847,3.53424267334,3.98890159546,3.90844699693,3.82465921662,2.89554184659,3.96842361491,4.00424856976,3.96365702775,2.89138558848,4.13189780127,3.51158284356
3.80497958265,3.56737666732,3.54461474986,3.49943844879,3.6192395716,3.51819067053,3.46660078251,3.82624793263,3.79307493069,3.57799181862,3.2573044431,3.79060619219,4.34075496955,3.53017902617
4.10420721877,3.89915430373,3.73967904728,3.76893419947,4.01540715307,3.99869240818,3.65177507715,4.79165329637,4.13788809573,3.89133119429,3.60330284481,4.804427123,3.94378422825,3.89366745923
4.21800840436,4.05120299934,3.85141159951,3.76373329922,4.16190731436,4.05535809274,3.88333788116,3.82551838268,4.25630388414,3.99599169968,3.75236034898,3.8223584646,4.00581477675,3.75384563966
4.3806088629,4.93693864647,4.69460525376,5.34954866008,4.7028482943,4.43113233838,4.04023407448,6.74727228171,5.14480292002,4.76960920653,3.94627176908,6.78056700667,5.18982714375,5.62933093364
4.53565075943,4.42349313644,4.15494040556,3.99607203892,4.4677858001,4.4835252045,4.11205266226,4.37488153757,4.46629996981,4.32250661009,4.03891510296,4.3849748458,4.11102861568,4.05503624465
3.84965679384,3.70971718029,3.53945848203,3.70265468615,3.77122548345,3.68421604786,3.58871545145,3.53229710722,3.98877088965,3.6705734071,3.39970304028,3.53690506214,4.20690962991,3.78781066121
