full:0.1,full:0.2,full:0.5,full:1.0,mix1:0.1,mix1:0.2,mix1:0.5,mix1:1.0,mix2:0.1,mix2:0.2,mix2:0.5,mix2:1.0,BASE:
0.087380369164,0.000917718001039,0.0064899929067,0.00374822254722,0.0050148991207,0.0253943729729,1.64664013841e-05,0.00201915704927,0.00492329721337,0.0508856614089,0.012247747327,0.0124706020009,0.0505180035348
0.408225644465,0.0012746942268,0.346284608594,0.000483161277371,0.00529475987926,0.0413279759975,0.000216721240863,0.000977645214936,0.00281575893418,0.474265426949,0.268084813456,0.00556398098707,0.000521363166088
0.0172853611277,7.32838188696e-06,0.00101101417083,0.00232574148969,0.0176541133829,0.00329210902448,0.0464580875633,0.00449690246713,0.00917433263746,0.000185436300311,0.0179700424017,0.0571967234443,0.0932387084577
0.0390593221762,0.16245134338,0.000104028568367,0.082074279531,0.136736815475,0.0706143933667,0.125697794029,0.0475556410076,0.160395813056,0.0215733641973,0.00108953033127,0.00257420340375,0.0660869339716
0.082690269378,0.118117099015,0.0766207271885,0.147108271158,0.0468743471055,0.0645619224886,0.0125790442017,0.251205838719,0.067714603208,0.0993746055609,0.0730047860117,0.00423889589156,0.0201464265323
0.00057708116271,0.00458964625261,0.032730678559,0.0148509846176,0.000285909864676,0.00266123016282,0.060598032316,0.0170964028579,0.000309082082843,0.0007410891166,0.010401116155,0.314783718482,0.0194153476337
0.0018722871522,0.0181591633873,0.000570117428147,0.00780125117348,0.012074629714,0.00480929844758,0.025645976704,0.00401026708743,0.0173708134422,0.000611204117959,0.0121089209484,0.181267575458,0.0941801859191
3.59501912901e-06,0.0654425817093,0.000758520616376,0.197891672341,0.121812240645,0.010959334636,0.00284076777191,0.054204108118,0.0625358196781,0.00688216053351,0.00500737523108,0.00645418918814,0.0171397087149
0.140231761817,0.00356525252085,0.0228096217032,0.0157554960997,0.00017304151669,0.0858220642392,0.224269312409,0.0220788283092,8.68987757493e-05,0.0850193286943,0.0268008807515,1.49351523098e-06,0.0239187797461
0.276871896554,0.00194662473099,0.0416089204554,0.00291775852056,0.00943683594836,0.0540406171964,0.179583310494,0.0213162834719,0.0208341243696,0.336319238874,0.0756665877315,0.068002172991,0.0286040358362
0.0394338264828,0.00117797441207,0.0514337042534,0.0229889506155,0.0147530540284,0.0107183006594,0.0518390622296,0.000531094289328,0.0321505310247,0.0840572472335,0.113188055868,0.000321887243526,0.0292379764839
1.48342991668,0.196471278255,1.70777309071,0.0466972734763,0.041464462794,0.0124046369775,0.0137494254732,0.00465726875746,0.0106483302163,1.57200214879,1.89325045048,0.315967241399,0.0120392966753
0.426808087543,0.0580718137315,0.610204336907,0.0338731591441,0.088646636201,0.000728748503999,0.0229728041641,0.0226813939396,0.380069390002,0.480102915154,0.674666469212,0.0467867122162,2.88377065255e-05
0.305896254709,0.000953055149491,0.19863863913,0.00159995729593,0.000311401709761,0.00747619817021,0.000108808570735,0.00723982331364,0.000837019399722,0.304765465117,0.194027590706,0.0175302254418,0.000213205156668
