full:0.001,full:0.004,full:0.02,full:0.04
0.00266563753219,0.00572337974434,0.00375107838772,0.000556553447191
0.0877790273816,0.0356152128418,0.02299913764,0.0210487783071
0.0152603241724,0.0192966983925,0.0248009935021,0.0125885571922
0.00585328222967,0.00629807109115,0.00362317916006,0.00172297151485
0.355106714977,0.17760498263,0.130390167236,0.0588683571161
0.00698251212868,0.0027288753742,0.0111584756523,0.00657401254823
0.479450138217,0.103080613817,0.0431948043406,0.00387679883288
0.239806885544,0.255663595378,0.130531296134,0.0680840773864
2.17440661077,0.852082737957,0.842128515244,0.771434925113
0.0241732807471,0.0226218264812,0.043469492346,0.0102611721457
0.00793307607306,0.0129799219734,0.023539500311,0.00972856886228
0.010036117641,0.0318035728691,0.0176184307784,0.0019860354127
0.0508307013587,0.00469329232649,0.00880897603929,0.00295000730409
0.0169121929118,0.0038334880987,0.0110333133489,0.00113535942058
0.00557142572178,0.00208121355159,0.00292020104825,0.000459259818577
0.202357402474,0.0201759177715,0.0809103548527,0.00523439988989
0.104054228716,0.0173485158117,0.0850828588009,0.0358074605102
0.0116241118009,0.00365319598323,0.00341241550632,0.00104345923409
0.487774983746,0.111462697878,0.298823267221,0.273782644241
0.0864379551082,0.015081113232,0.040226470679,0.0106939370825
0.0020662518873,0.000729931827556,0.00247402791865,0.00182281953759
0.0143097181334,0.0105319281719,0.0139418020844,0.0196859340959
0.0161354143843,0.0361172780379,0.0283955167979,0.00502300604633
0.371602208381,0.00850017273421,0.0188557785004,0.0097379865112
0.241961112415,0.420487592706,0.186072587967,0.169912566779
0.000973438971608,0.000611340676403,0.0049214111641,0.000128121285735
0.00169784091825,0.00269815686482,0.0036134684924,0.000738204610459
0.430337512988,0.0359550474417,0.0284894704819,0.00566895032148
0.00962584093301,0.0001833629532,0.000759746821132,0.000134300012356
0.0158353509495,0.0110951178448,0.0211081001908,0.00742036208804
0.00070042663598,0.000129126811084,0.00047302004532,0.000353795499608
0.00597171369985,0.0148744833634,0.00901907682419,0.0124132227566
0.0698076643873,0.00120765010232,0.00172712025233,0.000594097860264
0.0120043651159,0.00478467275704,0.00702829379588,0.00188792267196
0.0606307279729,0.0143140076132,0.00936806574464,0.00266893377145
0.158154239477,0.00715924299593,0.0677236691117,0.00939822516153
0.0145658688739,0.0102332691312,0.0390494391322,0.0340169039053
0.00407514251208,0.00579597573114,0.0146455802023,0.00555286828328
0.476968608967,1.03369212349,0.156749725342,0.126602467513
0.0195836902363,0.00843782291337,0.0155077436939,0.00288302633915
0.0139630336777,0.0151579785164,0.0155038852245,0.00463705740472
0.00209801402101,0.00169567585689,0.00783678982407,0.00178286810429
0.0160974096672,0.0340233181516,0.0724563449621,0.0780198796317
0.325196037172,0.11376300451,0.057683378458,0.0490450864884
0.0825272060293,0.0118385127412,0.0383588075638,0.0269553398355
0.0734277200138,0.305344976427,0.144373059273,0.0499931577258
0.162552894948,0.0259137926202,0.0164130162448,0.00892098495806
0.0329809995019,0.0960613128357,0.0138505054638,0.00192233239168
0.29583810074,0.00747638562203,0.0207522697747,0.00771786303308
0.0191203087704,0.00452466579387,0.010911735706,0.00717503963021
0.0219495554859,0.0036847180795,0.00669732736424,0.00856875028185
0.145465913526,0.0180353210075,0.0136564271525,0.00176817890996
0.0341583329741,0.0289353854611,0.0176865365356,0.0100396858129
0.283859372164,0.0260380906882,0.0134937707335,0.00941845449601
0.0304950740882,0.00675794351893,0.0190919563174,0.00129088130488
0.0159097428817,0.00267678612943,0.00357789103873,0.000287656250259
0.0122510534269,0.000439109525068,0.0028329459019,0.00132568009222
0.00654766456599,0.0106705078898,0.0220425873995,0.00818679825765
0.017998190914,0.0401968305143,0.0189630929381,0.0143580720763
0.12384765051,0.0485772621841,0.0375711545348,0.0039691153228
0.026470221813,0.000701093242106,0.000916261924431,1.77320005061e-06
0.0082415823798,0.0118767653887,0.0204910356551,0.0273746601622
1.40234119085,0.519713309786,0.412754446268,0.232290166433
0.579409769942,0.325430503289,0.446699440479,0.22411209654
0.25736238979,0.119199400409,0.00644716434181,0.00160484444924
0.825290718551,0.206065810823,0.402957886457,0.234561849508
0.0629548432593,0.374359240266,0.116503432393,0.107988621591
0.0594330512294,0.052498586763,0.0716467127204,0.0290767709239
0.267676338694,0.0372660922343,0.017630206421,0.00127089594148
0.0220654641059,0.0122753598213,0.00734618864954,0.000812583025829
0.0310904754301,0.00424006425908,0.00637387298048,0.001023770356
0.000248485810467,0.000343066539228,0.00110622821376,7.6314101516e-05
0.145619749097,0.0196057342982,0.0162318125367,0.0184409768278
0.140789410228,0.199622881865,0.0579498186707,0.0354720988002
0.00759359402207,0.0166481157607,0.0263284537941,0.00820551382146
0.379611236696,0.0589236371889,0.0546813048422,0.00363489990006
0.0037636112299,0.00241730572393,0.0051614115946,0.000870065645766
2.64414311851,0.885383651488,0.182218909264,0.101249084106
0.0862493513879,0.284798808843,0.208722800016,0.235377248182
0.0356420250614,0.00222378914445,0.00837441999465,0.000189681619986
0.0157082935973,0.00424250370153,0.00817622710019,0.000719040510659
0.0411665420026,0.035212004773,0.0579524375498,0.0397862735621
0.0416392701634,0.000795791154662,0.00468690739945,0.000101808645096
0.00411213915375,0.00252907890589,0.00424523279071,0.000660810229363
0.46270173287,0.0367707110111,0.0167224574834,0.00859423346786
