objective
8.154377814379920892e+03
6.377429363620586628e+03
5.103863000462627497e+03
4.735104330463928818e+03
2.414881570366225787e+03
5.396711194844252759e+02
4.046278144074929514e+03
4.264161571173264065e+01
-8.574118963285995960e+02
-9.821090801638782750e+02
-1.020074076350502992e+03
-1.052085012500930588e+03
-1.094366411222436454e+03
-1.125124844398333607e+03
-1.134408615625817220e+03
-1.140550996196297092e+03
-1.147764680276809941e+03
-1.151669782933231090e+03
-1.154987464579171956e+03
-1.157001306060877141e+03
-1.159157895064540526e+03
-1.159635145051356176e+03
-1.162554842414756649e+03
-1.163263689216038529e+03
-1.164544623965215578e+03
-1.165947647734973316e+03
-1.165947647734973316e+03
-1.302762721055357133e+03
-1.320856562082572054e+03
-1.323041483323852390e+03
-1.323100943442698735e+03
-1.323101084487727803e+03
-1.323101084496052408e+03
-1.323101084496052408e+03
-1.209057032069322304e+03
-1.329881972846549161e+03
-1.332137845573303821e+03
-1.335717893654253203e+03
-1.339030697690721809e+03
-1.348417692484521922e+03
-1.349513405636820153e+03
-1.349665176069473091e+03
-1.349668748908899488e+03
-1.349668757259729773e+03
-1.349668757073523466e+03
-1.349668757259135873e+03
-1.349668757259727045e+03
-1.349668757259728864e+03
-1.349668757259729773e+03
-1.349668757259729773e+03
-1.349668757259727499e+03
-1.349668757259729773e+03
-1.349668757259729773e+03
-1.349668757259728864e+03
-1.349668757259729773e+03
-1.349668757259729773e+03
-1.349668757259730228e+03
-1.349668757259730228e+03
-1.349668757259730228e+03
-1.349668757259730228e+03
-1.161725249019387775e+03
-1.352669770639619856e+03
-1.353878003524565884e+03
-1.355190463250434277e+03
-1.355886699214401233e+03
-1.356417245324952091e+03
-1.356683386089523992e+03
-1.356996992921058791e+03
-1.357131566475491127e+03
-1.357305092118519042e+03
-1.357409779450757924e+03
-1.357497521279211924e+03
-1.357647893805370586e+03
-1.357678116725193377e+03
-1.357788866922524903e+03
-1.357820807232045809e+03
-1.357884392249657139e+03
-1.357945448425550694e+03
-1.358019152967387072e+03
-1.358071950210254727e+03
-1.358135673083963866e+03
-1.358181308930006708e+03
-1.358235592450871991e+03
-1.358302045298295980e+03
-1.358343475614607542e+03
-1.358343475614607542e+03
-1.004337947499608163e+03
-1.358352385606090138e+03
-1.358352443547110852e+03
-1.358352443547633357e+03
-1.358352443547633357e+03
-1.182612620405844609e+03
-1.358535171534078927e+03
-1.358678142540454701e+03
-1.358784141493935749e+03
-1.359121267174970399e+03
-1.359593395148150194e+03
-1.360098771830510486e+03
-1.360223852020374579e+03
-1.360227539268899363e+03
-1.360227604753808464e+03
-1.360227612546133514e+03
-1.360227613232121712e+03
-1.360227613263767125e+03
-1.360227613263767125e+03
-1.114010054203753953e+03
-1.360582761825357011e+03
-1.360702626857726955e+03
-1.360873417177184820e+03
-1.361002916125020874e+03
-1.361117106124530892e+03
-1.361186106069082598e+03
-1.361245276934020694e+03
-1.361289966559852473e+03
-1.361330349396784641e+03
-1.361350836624637395e+03
-1.361370175712196669e+03
-1.361392386463719504e+03
-1.361416952362847951e+03
-1.361439593310264172e+03
-1.361460175538271869e+03
-1.361481605498753652e+03
-1.361506264081956033e+03
-1.361527704264196473e+03
-1.361549266996836650e+03
-1.361570658539388205e+03
-1.361587175002159711e+03
-1.361604766263189958e+03
-1.361622977442884348e+03
-1.361634856672573733e+03
-1.361634856672573733e+03
-1.007357440498790424e+03
-1.361642846556082532e+03
-1.361642898440745739e+03
-1.361642898441165016e+03
-1.361642898441165016e+03
-1.163112348447502427e+03
-1.361706077708957309e+03
-1.361758815003513519e+03
-1.361777589822372647e+03
-1.361884588091551450e+03
-1.362019026380662126e+03
-1.362176129038259660e+03
-1.362226009186771989e+03
-1.362228035554993312e+03
-1.362228090140929908e+03
-1.362228096365095553e+03
-1.362228096772074878e+03
-1.362228096782811917e+03
-1.362228096782811917e+03
-1.107479414806855857e+03
-1.362333435391884450e+03
-1.362369177819008655e+03
-1.362418351238341984e+03
-1.362456456458320645e+03
-1.362490878108925699e+03
-1.362511185614948317e+03
-1.362528620515875446e+03
-1.362541069067555327e+03
-1.362552296957619092e+03
-1.362558268323920402e+03
-1.362562189931601097e+03
-1.362565431454578629e+03
-1.362568157928112669e+03
-1.362571444682574565e+03
-1.362574408768188277e+03
-1.362577952931248092e+03
-1.362581675849501153e+03
-1.362584696427235031e+03
-1.362588187318533528e+03
-1.362591017399416614e+03
-1.362593512651449146e+03
-1.362595980654339201e+03
-1.362598202551787836e+03
-1.362600747336307904e+03
-1.362600747336307904e+03
-1.005588896149248399e+03
-1.362602275378951617e+03
-1.362602285159753592e+03
-1.362602285159769053e+03
-1.362602285159769053e+03
-1.150419014088540280e+03
-1.362622295032120292e+03
-1.362641203937150294e+03
-1.362645081506560928e+03
-1.362680106980202254e+03
-1.362718080137711695e+03
-1.362758273199191535e+03
-1.362768047195575036e+03
-1.362768551902304353e+03
-1.362768573518063022e+03
-1.362768576010776087e+03
-1.362768576148488592e+03
-1.362768576148488592e+03
-1.108974387982647841e+03
-1.362797165319181659e+03
-1.362806944145082525e+03
-1.362819800976265924e+03
-1.362830259757229214e+03
-1.362839936471892997e+03
-1.362845295748848002e+03
-1.362849697130791810e+03
-1.362853410841175901e+03
-1.362856879137853866e+03
-1.362858436312973936e+03
-1.362859459490061909e+03
-1.362860330357469593e+03
-1.362861149636657501e+03
-1.362862060856754397e+03
-1.362862769676752578e+03
-1.362863622468940775e+03
-1.362864603955832990e+03
-1.362865157260450360e+03
-1.362865750173054494e+03
-1.362866093086935507e+03
-1.362866324068549602e+03
-1.362866792818390422e+03
-1.362867336681827055e+03
-1.362867851697194510e+03
-1.362867851697194510e+03
-1.004763725025518625e+03
-1.362868213761390962e+03
-1.362868216065279739e+03
-1.362868216065280194e+03
-1.362868216065280194e+03
-1.142200936625065424e+03
-1.362875322898947161e+03
-1.362882891089847817e+03
-1.362883777773326528e+03
-1.362886528857292888e+03
-1.362895944519259501e+03
-1.362910904834368012e+03
-1.362916591977630560e+03
-1.362916663370019705e+03
-1.362916664887903607e+03
-1.362916665388208457e+03
