total_time,run_id,max_iter,optimization_config,xtol,git_hash,model_init,ftol,latent_noise:,sparsity_factor,ll,total_evals,sample_num,experiment,git_branch,random_Z,method
170986.16953492165,0,200,"{'hyp': 2, 'inducing': 1, 'll': 2, 'mog': 5}",0.001,8820915af531d79870bd4d139a0872079333f5d7,,10,0.001,0.004,CogLL,71645,10000,sarcos_all_joints,master,False,full
