total_time,run_id,max_iter,optimization_config,xtol,git_hash,model_init,ftol,latent_noise:,sparsity_factor,ll,total_evals,sample_num,experiment,git_branch,random_Z,method
195275.98698806763,0,200,"{'hyp': 10, 'inducing': 6, 'll': 10, 'mog': 25}",0.001,df5bf3f434ec51ed0744753bcbf17d0b4c2d4af2,,1e-05,0.001,0.001,CogLL,2984,10000,sarcos,master,False,full
