total_time,run_id,max_iter,optimization_config,xtol,git_hash,model_init,ftol,latent_noise:,sparsity_factor,ll,total_evals,sample_num,experiment,git_branch,random_Z,method
205342.60737204552,0,200,"{'hyp': 10, 'll': 10, 'mog': 25}",0.001,831bf39c96d946b2a405d9aad5e19429592546c6,,1e-05,0.001,0.004,CogLL,669,50000,sarcos,master,False,full
