total_time,run_id,max_iter,optimization_config,xtol,git_hash,model_init,ftol,latent_noise:,sparsity_factor,ll,total_evals,sample_num,experiment,git_branch,random_Z,method
34366.91400504112,0,200,"{'hyp': 10, 'inducing': 6, 'll': 10, 'mog': 25}",0.001,8820915af531d79870bd4d139a0872079333f5d7,../results/sarcos_all_joints_27-Jul-2016_02h02m25s_1822/,10,0.001,0.001,CogLL,207,10000,sarcos_all_joints,master,False,full
